"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","RSSD","CU_TYPE","CU_NAME","CITY","STATE","CharterState","STATE_CODE","ZIP_CODE","COUNTY_CODE","CONG_DIST","SMSA","ATTENTION_OF","STREET","REGION","SE","DISTRICT","YEAR_OPENED","TOM_CODE","LIMITED_INC","ISSUE_DATE","Peer_Group","Quarter_Flag"
594,6/30/2019 0:00:00,302,"790879","1","PASADENA","PASADENA","CA",,6,"91105",37,27,4480,"","1038 S FAIR OAKS AVE","3 ","N",6,1935,"36  ",0,9/14/1935 0:00:00,5,0
606,6/30/2019 0:00:00,307,"791371","1","COMTRUST","CHATTANOOGA","TN",,47,"37402",65,3,1560,"","1020 RIVERFRONT PKWY","2 ","K",9,1935,"98  ",1,1/1/1935 0:00:00,5,0
609,6/30/2019 0:00:00,309,"124876","1","ALBANY FIREMENS","ALBANY","NY",,36,"12206",1,20,160,"","532 CENTRAL AVE","1 ","J",9,1935,"36  ",0,1/1/1935 0:00:00,3,0
613,6/30/2019 0:00:00,311,"939276","1","EMPIRE ONE","West Seneca","NY",,36,"14224",29,26,1280,"","3020 Orchard Park Rd","1 ","M",1,1935,"00  ",0,1/1/1935 0:00:00,4,0
616,6/30/2019 0:00:00,314,"125378","1","NEW HORIZON","BARBERTON","OH",,39,"44203",153,13,80,"","180 2ND ST SW","1 ","H",9,1935,"00  ",1,9/10/1935 0:00:00,3,0
617,6/30/2019 0:00:00,315,"940571","1","TENN-AM WATER CO.","Chattanooga","TN",,47,"37412-2759",65,3,1560,"","4321 Ringgold Rd, Ste.113","2 ","K",9,1935,"53  ",0,1/1/1935 0:00:00,2,0
619,6/30/2019 0:00:00,316,"792976","1","LAFAYETTE","ROCKVILLE","MD",,24,"20852",31,8,8840,"","2701 TOWER OAKS BLVD","1 ","T",2,1935,"36  ",1,1/1/1935 0:00:00,6,0
620,6/30/2019 0:00:00,317,"677475","1","POWER ONE","Fort Wayne","IN",,18,"46805-4031",3,3,2760,"","1520 Spy Run Ave","2 ","L",10,1935,"53  ",0,10/3/1935 0:00:00,3,0
624,6/30/2019 0:00:00,321,"978471","1","UNITED STATES SENATE","Alexandria","VA",,51,"22314",510,8,8840,"","2750 Eisenhower Ave","1 ","T",4,1935,"36  ",0,1/1/1935 0:00:00,6,0
640,6/30/2019 0:00:00,328,"189679","1","MAINE MEDIA","PORTLAND","ME",,23,"04112",5,1,6400,"","PO BOX 7702","1 ","U",9,1935,"53  ",0,1/1/1935 0:00:00,2,0
644,6/30/2019 0:00:00,330,"127475","1","TRAILHEAD","PORTLAND","OR",,41,"97208-2788",51,3,6440,"","PO BOX 2788","3 ","J",9,1935,"00  ",1,1/1/1935 0:00:00,5,0
648,6/30/2019 0:00:00,334,"946872","1","HOWARD UNIVERSITY EMPLOYEES","WASHINGTON","DC",,11,"20059-1005",1,1,8840,"","525 BRYANT ST NW RM C-102","1 ","T",8,1935,"04  ",1,1/1/1935 0:00:00,2,0
649,6/30/2019 0:00:00,335,"679572","1","VALLEY 1ST COMMUNITY","MONESSEN","PA",,42,"15062-1008",129,9,6280," ","815 SCHOONMAKER AVE","1 ","O",5,1935,"00  ",1,1/1/1935 0:00:00,4,0
660,6/30/2019 0:00:00,339,"744078","1","GREATER WATERTOWN","WATERTOWN","CT",,9,"06795",5,5,8880,"","48 WOODRUFF AVE","1 ","A",2,1935,"00  ",1,1/1/1935 0:00:00,3,0
663,6/30/2019 0:00:00,341,"680877","1","PRIORITY PLUS","WILMINGTON","DE",,10,"19804",3,1,9160,"","6 LYNAM ST","1 ","I",6,1935,"36  ",1,10/15/1935 0:00:00,3,0
665,6/30/2019 0:00:00,342,"949471","1","PENINSULA COMMUNITY","SHELTON","WA",,53,"98584",45,10,9998,"","PO BOX 2150","3 ","I",4,1935,"00  ",1,1/1/1935 0:00:00,5,0
678,6/30/2019 0:00:00,348,"129572","1","FAMILY 1ST OF TEXAS","Fort Worth","TX",,48,"76137",439,12,2800,"","3501 Western Center Blvd","2 ","C",4,1935,"36  ",0,1/1/1935 0:00:00,3,0
680,6/30/2019 0:00:00,349,"745673","1","ROCHESTER AREA STATE EMPLOYEES","Rochester","NY",,36,"14624",55,25,6840,"","P.O. Box 24680","1 ","M",9,1935,"36  ",0,10/26/1935 0:00:00,3,0
687,6/30/2019 0:00:00,352,"797672","1","LARAMIE PLAINS COMMUNITY","LARAMIE","WY",,56,"82072",1,1,9998,"","365 N 3RD ST","3 ","E",1,1935,"66  ",1,1/1/1935 0:00:00,4,0
690,6/30/2019 0:00:00,353,"798174","1","CHATTANOOGA AREA SCHOOLS","CHATTANOOGA","TN",,47,"37404-2806",65,3,1560,"","PO BOX 3529","2 ","K",9,1935,"04  ",0,1/1/1935 0:00:00,5,0
716,6/30/2019 0:00:00,364,"983970","1","BETHLEHEM 1ST","BETHLEHEM","PA",,42,"18017-5009",95,7,240,"","2317 EASTON AVE","1 ","F",2,1935,"34  ",0,1/1/1935 0:00:00,4,0
722,6/30/2019 0:00:00,366,"984472","1","FIRST BRISTOL","Bristol","CT",,9,"06011-0698",3,1,1170," ","25 North St, P.O. Box 698","1 ","A",9,1935,"00  ",0,1/1/1935 0:00:00,4,0
761,6/30/2019 0:00:00,375,"133476","1","SKY","Livingston","MT",,30,"59047",67,1,9998,"","PO Box 1690","3 ","E",8,1935,"00  ",1,11/21/1935 0:00:00,5,0
770,6/30/2019 0:00:00,378,"196172","1","COMMUNITY RESOURCE","LATHAM","NY",,36,"12110-3520",1,20,160,"","20 WADE RD","1 ","J",1,1935,"00  ",0,1/1/1935 0:00:00,4,0
776,6/30/2019 0:00:00,381,"135573","1","ERIE TIMES","ERIE","PA",,42,"16508-2723",49,3,2360,".","335 METZ ST","1 ","N",7,1935,"53  ",1,1/1/1935 0:00:00,2,0
785,6/30/2019 0:00:00,386,"802071","1","UNIVERSAL","Huntington","WV",,54,"25702-1417",11,3,3400,"","317 31st ST","1 ","P",3,1935,"34  ",0,11/30/1935 0:00:00,4,0
794,6/30/2019 0:00:00,390,"688172","1","TRI BORO","MUNHALL","PA",,42,"15120",3,14,6280,"","600 EAST EIGHTH AVE","1 ","O",5,1935,"00  ",1,1/1/1935 0:00:00,4,0
795,6/30/2019 0:00:00,391,"687670","1","HUNTINGTON WEST VA FIREMENS","Huntington","WV",,54,"25721-2133",11,3,3400,"","PO Box 2133","1 ","P",4,1935,"06  ",0,11/30/1935 0:00:00,2,0
798,6/30/2019 0:00:00,393,"804178","1","TRANSIT AUTHORITY DIVISION B","New York","NY",,36,"10034",61,13,5600,"","3961 10th Avenue Room 230","1 ","K",4,1935,"22  ",1,1/1/1935 0:00:00,2,0
808,6/30/2019 0:00:00,398,"752176","1","U.S. EAGLE","ALBUQUERQUE","NM",,35,"87103",1,1,200,"","P.O. BOX 129","3 ","F",1,1935,"36  ",1,1/1/1935 0:00:00,6,0
817,6/30/2019 0:00:00,401,"138172","1","ROCHESTER & MONROE CO EMP","Rochester","NY",,36,"14609-6135",55,25,6840,"","460 N Goodman St","1 ","M",3,1935,"36  ",1,1/1/1935 0:00:00,3,0
818,6/30/2019 0:00:00,402,"851471","1","GOWANDA AREA","GOWANDA","NY",,36,"14070",29,27,1280,"","PO BOX 29","1 ","M",9,1935,"36  ",0,1/1/1935 0:00:00,3,0
830,6/30/2019 0:00:00,407,"805773","1","LINCOLN NATIONAL","GREENSBORO","NC",,37,"27420-1008",81,13,3120,"","PO BOX 21008","2 ","G",7,1935,"20  ",0,1/1/1935 0:00:00,3,0
831,6/30/2019 0:00:00,408,"853578","1","FIRST COAST","JACKSONVILLE","FL",,12,"32254",31,5,3600,"","3040 EDISON AVENUE","2 ","B",3,1935,"52  ",1,1/1/1935 0:00:00,2,0
832,6/30/2019 0:00:00,409,"689777","1","UPPER CUMBERLAND","CROSSVILLE","TN",,47,"38557",35,6,9998,"","PO BOX 529","2 ","K",8,1935,"66  ",1,1/1/1935 0:00:00,4,0
838,6/30/2019 0:00:00,413,"990473","1","APS","Charleroi","PA",,42,"15022-1707",125,9,6280,"","259 Fremont Rd","1 ","O",5,1935,"23  ",1,1/1/1935 0:00:00,2,0
839,6/30/2019 0:00:00,414,"199874","1","FIRSTENERGY CHOICE","GREENSBURG","PA",,42,"15601",129,18,6280,"","161 OLD ROUTE 30, SUITE 2","1 ","P",8,1935,"23  ",0,1/1/1935 0:00:00,4,0
841,6/30/2019 0:00:00,416,"754273","1","ALLEGHENY CENTRAL","Dunbar","PA",,42,"15431-2305",51,9,6280,"","1253 University Dr Ste 100","1 ","P",6,1935,"53  ",1,1/1/1935 0:00:00,2,0
845,6/30/2019 0:00:00,418,"753771","1","BUFFALO CONRAIL","CHEEKTOWAGA","NY",,36,"14206",29,26,1280,"","1481 HARLEM RD","1 ","M",5,1935,"52  ",0,1/1/1935 0:00:00,3,0
850,6/30/2019 0:00:00,420,"692076","1","VALLEY","Brownsville","TX",,48,"78523-4700",61,34,1240,"","P.O. Box 4700","2 ","H",7,1935,"36  ",0,1/1/1935 0:00:00,4,0
851,6/30/2019 0:00:00,421,"691574","1","CHELSEA EMPLOYEES","CHELSEA","MA",,25,"02150",25,7,9998,"","500 BROADWAY #205","1 ","U",7,1935,"36  ",1,1/1/1935 0:00:00,3,0
854,6/30/2019 0:00:00,423,"858274","1","SEASONS","Middletown","CT",,9,"06457",7,3,9998,"","524 South Main Street","1 ","A",1,1935,"00  ",0,1/1/1935 0:00:00,5,0
856,6/30/2019 0:00:00,425,"201674","1","MOUNTAIN STAR","EL PASO","TX",,48,"79903-3612",141,16,2320,"","2229 E YANDELL DR","2 ","H",5,1935,"53  ",1,12/13/1935 0:00:00,3,0
857,6/30/2019 0:00:00,426,"755878","1","AFFINITY","Basking Ridge","NJ",,34,"07920-3849",35,7,5640,"CROSSROADS BUSINESS CENTER","73 Mountainview Blvd","1 ","D",2,1935,"53  ",0,1/1/1935 0:00:00,6,0
858,6/30/2019 0:00:00,427,"808372","1","KENMORE N. Y. TEACHERS","Buffalo","NY",,36,"14223-1531",29,26,1280,"","2265 Sheridan Dr","1 ","M",3,1935,"34  ",0,12/13/1935 0:00:00,3,0
871,6/30/2019 0:00:00,432,"995179","1","ZELLCO","BOGALUSA","LA",,22,"70427-4414",117,5,9998,"","520 AVENUE V","2 ","I",4,1935,"66  ",0,1/1/1935 0:00:00,4,0
872,6/30/2019 0:00:00,433,"757975","1","MIAMI FIREFIGHTERS","MIAMI","FL",,12,"33136",86,27,5000,"","1111 NW 7TH ST","2 ","A",9,1935,"36  ",1,1/1/1935 0:00:00,5,0
884,6/30/2019 0:00:00,441,"607173","1","ATT-WYO CORRECTIONAL EMPLOYEES","ATTICA","NY",,36,"14011",121,27,9998,"","221 E MAIN ST","1 ","M",1,1935,"36  ",0,1/1/1935 0:00:00,3,0
887,6/30/2019 0:00:00,444,"205878","1","BILLINGS","Billings","MT",,30,"59103",111,1,880,"","PO Box 1779","3 ","E",8,1935,"00  ",1,12/17/1935 0:00:00,5,0
888,6/30/2019 0:00:00,445,"811774","1","COXSACKIE CORRECTIONAL EMP.","COXSACKIE","NY",,36,"12051",39,19,160,"","11260 STATE ROUTE 9W","1 ","J",2,1935,"06  ",0,1/1/1935 0:00:00,2,0
900,6/30/2019 0:00:00,451,"146270","1","AMBRIDGE AREA","Baden","PA",,42,"15005",7,12,6280,"","401 State Street","1 ","O",4,1935,"34  ",0,1/1/1935 0:00:00,3,0
907,6/30/2019 0:00:00,454,"609270","1","MOHAWK PROGRESSIVE","Schenectady","NY",,36,"12304-1880",93,20,160,"","1760 State St","1 ","J",1,1936,"53  ",0,1/1/1936 0:00:00,2,0
909,6/30/2019 0:00:00,455,"761879","1","PRR SOUTH FORK","SOUTH FORK","PA",,42,"15956",21,12,3680,"","220 MAIN ST","1 ","N",1,1936,"52  ",0,1/1/1936 0:00:00,3,0
911,6/30/2019 0:00:00,457,"207975","1","STAR USA","Charleston","WV",,54,"25314-1089",39,2,1480,"","1 Cantley Dr","1 ","P",3,1936,"00  ",1,1/9/1936 0:00:00,5,0
916,6/30/2019 0:00:00,460,"698377","1","ELIZABETH (N.J.) FIREMEN'S","ELIZABETH","NJ",,34,"07208-2044",39,8,5640,"","411 IRVINGTON AVE","1 ","D",3,1936,"36  ",1,1/1/1936 0:00:00,2,0
926,6/30/2019 0:00:00,465,"612672","1","RIVER CITY","San Antonio","TX",,48,"78212-0689",29,35,7240,"","PO Box 12689","2 ","H",6,1936,"00  ",1,1/1/1936 0:00:00,5,0
930,6/30/2019 0:00:00,466,"762371","1","AMNH EMPLOYEES","NEW YORK","NY",,36,"10024",61,10,5600,"","200 central park west","1 ","K",2,1936,"06  ",0,1/1/1936 0:00:00,1,0
932,6/30/2019 0:00:00,468,"147875","1","OTEEN V. A.","ASHEVILLE","NC",,37,"28805-2577",21,10,480,"","1100 TUNNEL RD UNIT 24","2 ","F",10,1936,"51  ",1,1/1/1936 0:00:00,3,0
943,6/30/2019 0:00:00,473,"148377","1","SOMERVILLE MASS FIREFIGHTERS","SOMERVILLE","MA",,25,"02145",17,7,1120,"","266 BROADWAY","1 ","U",5,1936,"06  ",0,1/1/1936 0:00:00,2,0
946,6/30/2019 0:00:00,475,"1000977","1","MUSKOGEE","MUSKOGEE","OK",,40,"74402-0129",101,2,9998,"","PO BOX 129","2 ","J",9,1936,"00  ",1,1/1/1936 0:00:00,4,0
948,6/30/2019 0:00:00,476,"763976","1","NUSENDA","ALBUQUERQUE","NM",,35,"87198",1,1,200,"","PO BOX 8530","3 ","F",6,1936,"34  ",1,1/1/1936 0:00:00,6,0
951,6/30/2019 0:00:00,477,"816470","1","POSTAL FAMILY","FARGO","ND",,38,"58106-9318",17,1,2520,"","2730 12TH AVE S, PO BOX 9318","3 ","C",1,1936,"06  ",1,1/1/1936 0:00:00,3,0
960,6/30/2019 0:00:00,482,"149972","1","PACIFIC CREST","KLAMATH FALLS","OR",,41,"97601",35,2,9998,"","PO BOX 1179","3 ","J",6,1936,"00  ",1,1/7/1936 0:00:00,5,0
964,6/30/2019 0:00:00,485,"150174","1","SOUTHWEST","Albuquerque","NM",,35,"87199-5410",1,1,200,"Y","PO Box 95410","3 ","F",9,1936,"53  ",0,1/1/1936 0:00:00,4,0
967,6/30/2019 0:00:00,486,"617378","1","GOLD COAST","PALM SPRINGS","FL",,12,"33406-7606",99,21,8960,"","2226 S CONGRESS AVE","2 ","A",1,1936,"34  ",1,1/1/1936 0:00:00,5,0
971,6/30/2019 0:00:00,489,"701772","1","UNITED POLICE","MIAMI","FL",,12,"33135",86,27,5000,"","P.O. BOX 352077","2 ","Q",3,1936,"36  ",1,1/1/1936 0:00:00,3,0
986,6/30/2019 0:00:00,494,"620770","1","URE","EAST PITTSBURGH","PA",,42,"15112",3,14,6280,"","201 BEECH STREET","1 ","O",3,1936,"44  ",1,1/1/1936 0:00:00,2,0
988,6/30/2019 0:00:00,495,"702274","1","AUBURN COMMUNITY","AUBURN","NY",,36,"13021",11,24,9998,"","PO BOX 867","1 ","M",2,1936,"00  ",0,1/1/1936 0:00:00,4,0
1000,6/30/2019 0:00:00,500,"704371","1","SIERRA PACIFIC","RENO","NV",,32,"89511",31,2,6720,"","PO BOX 10100","3 ","K",5,1936,"53  ",0,1/1/1936 0:00:00,5,0
1015,6/30/2019 0:00:00,509,"624974","1","NORTH JERSEY","TOTOWA","NJ",,34,"07512-2207",31,11,875,"","711 UNION BLVD.","1 ","E",1,1936,"00  ",1,1/1/1936 0:00:00,5,0
1021,6/30/2019 0:00:00,512,"1006175","1","FIRST FINANCIAL","Freehold","NJ",,34,"07728-8562",25,4,5190,"","391 US Highway 9","1 ","Z",1,1936,"00  ",0,1/1/1936 0:00:00,5,0
1022,6/30/2019 0:00:00,513,"625476","1","SOUTH CAROLINA","NORTH CHARLESTO","SC",,45,"29419-9012",19,6,1440,"","PO BOX 190012","2 ","D",3,1936,"98  ",1,1/1/1936 0:00:00,6,0
1034,6/30/2019 0:00:00,521,"628075","1","OLIVE VIEW EMPLOYEES","SYLMAR","CA",,6,"91392",37,28,4480,"","P O BOX 923071","3 ","P",6,1936,"51  ",1,1/1/1936 0:00:00,3,0
1040,6/30/2019 0:00:00,524,"821979","1","CAPITAL EDUCATORS","MERIDIAN","ID",,16,"83680",1,1,1080,"","P.O. BOX 570","3 ","H",2,1936,"34  ",1,1/1/1936 0:00:00,6,0
1049,6/30/2019 0:00:00,527,"1007770","1","MEMBERSFIRST CT","MERIDEN","CT",,9,"06450-5847",9,5,1160,"","285 BROAD STREET","1 ","A",9,1936,"00  ",1,2/13/1936 0:00:00,4,0
1057,6/30/2019 0:00:00,529,"822471","1","MT LEBANON","Pittsburgh","PA",,42,"15228",3,18,6280,"MT. LEBANON HIGH SCHOOL, ROOM 414","7 Horsman Dr","1 ","O",6,1936,"04  ",0,1/1/1936 0:00:00,3,0
1059,6/30/2019 0:00:00,530,"156475","1","GRAND CENTRAL TERMINAL EMPLOYEES","NEW YORK","NY",,36,"10017-3815",61,12,5600,"","15 VANDERBILT AVE STE D41","1 ","K",6,1936,"22  ",0,1/1/1936 0:00:00,2,0
1068,6/30/2019 0:00:00,532,"1008272","1","COMPASS FINANCIAL","HIALEAH","FL",,12,"33016",86,25,5000,"","PO BOX 160580","2 ","A",9,1936,"52  ",1,1/1/1936 0:00:00,3,0
1071,6/30/2019 0:00:00,533,"217077","1","C & H SUGAR EMPLOYEES","CROCKETT","CA",,6,"94525-1132",13,5,5775,"","1420 POMONA S","3 ","L",5,1936,"20  ",0,1/1/1936 0:00:00,2,0
1074,6/30/2019 0:00:00,534,"772576","1","FARMERS INSURANCE GROUP","Los Angeles","CA",,6,"90036",37,33,4480,"","PO Box 36911","3 ","O",4,1936,"50  ",0,1/1/1936 0:00:00,6,0
1077,6/30/2019 0:00:00,536,"218672","1","TOBACCO VALLEY TEACHERS","Enfield","CT",,9,"06082-4454",3,2,3280," ","182 South Rd","1 ","A",7,1936,"34  ",0,1/1/1936 0:00:00,3,0
1080,6/30/2019 0:00:00,537,"631477","1","DISTRICT #6","HORNELL","NY",,36,"14843",101,23,9998,"","107 BROADWAY","1 ","M",2,1936,"36  ",1,1/1/1936 0:00:00,3,0
1086,6/30/2019 0:00:00,541,"219174","1","SUWANNEE RIVER","LIVE OAK","FL",,12,"32064",121,2,9998,"","203 PINEWOOD WAY, SW","2 ","B",9,1936,"34  ",1,1/1/1936 0:00:00,3,0
1101,6/30/2019 0:00:00,549,"1009877","1","CARNEGIE MELLON UNIVERSITY","PITTSBURGH","PA",,42,"15213",3,14,6280,"","5032 FORBES AVE","1 ","O",6,1936,"04  ",1,1/1/1936 0:00:00,3,0
1104,6/30/2019 0:00:00,551,"826675","1","EMBARK","Great Falls","MT",,30,"59403",13,1,3040,"","PO Box 2649","3 ","E",8,1936,"00  ",1,1/1/1936 0:00:00,5,0
1108,6/30/2019 0:00:00,552,"636173","1","CENTRAL JERSEY","WOODBRIDGE","NJ",,34,"07095",23,6,5015,"","380 BERRY ST","1 ","E",3,1936,"34  ",0,1/1/1936 0:00:00,4,0
1111,6/30/2019 0:00:00,554,"710372","1","LOCOMOTIVE & CONTROL EMPLOYEES","Erie","PA",,42,"16504-3039",49,3,2360,"","1286 E 38th St","1 ","N",7,1936,"44  ",1,1/1/1936 0:00:00,3,0
1113,6/30/2019 0:00:00,555,"775175","1","CORRECTIONAL WORKERS","EL RENO","OK",,40,"73036",17,3,5880,"","PO BOX 1345","2 ","C",6,1936,"36  ",1,1/1/1936 0:00:00,3,0
1115,6/30/2019 0:00:00,556,"637778","1","COASTLINE","Jacksonville","FL",,12,"32207",31,5,3600,"","4651 Emerson St","2 ","B",7,1936,"00  ",1,1/1/1936 0:00:00,5,0
1117,6/30/2019 0:00:00,557,"1011674","1","WIDGET","ERIE","PA",,42,"16511",49,3,2360,"","2154 EAST LAKE ROAD","1 ","N",5,1936,"00  ",1,1/1/1936 0:00:00,5,0
1125,6/30/2019 0:00:00,560,"827177","1","VAN CORTLANDT COOPERATIVE","BRONX","NY",,36,"10463",5,13,5600,"","3960B HILLMAN AVENUE","1 ","X",2,1936,"98  ",1,1/1/1936 0:00:00,4,0
1127,6/30/2019 0:00:00,561,"1012176","1","SALEM VA MEDICAL CENTER","SALEM","VA",,51,"24153",775,9,6800,"","1970 ROANOKE BLVD, BLDG 77, RM 12","1 ","S",1,1936,"00  ",1,1/1/1936 0:00:00,4,0
1129,6/30/2019 0:00:00,563,"222576","1","MOPAC EMPLOYEES","Palestine","TX",,48,"75802-4225",1,5,9998,"","PO Box 205","2 ","C",2,1936,"52  ",0,1/1/1936 0:00:00,3,0
1130,6/30/2019 0:00:00,564,"640077","1","LONGVIEW","White Oak","TX",,48,"75693",183,1,4420,"","108 Carmon Ct","2 ","C",8,1936,"11  ",0,1/1/1936 0:00:00,2,0
1131,6/30/2019 0:00:00,565,"711977","1","ESSEX COUNTY TEACHERS","BLOOMFIELD","NJ",,34,"07003-5730",13,10,5640,"","125 FRANKLIN ST.","1 ","D",4,1936,"34  ",1,1/1/1936 0:00:00,3,0
1133,6/30/2019 0:00:00,567,"715078","1","TRADEMARK","AUGUSTA","ME",,23,"04332-0156",11,1,6400,"","PO BOX 1056","1 ","U",9,1936,"00  ",0,1/1/1936 0:00:00,4,0
1134,6/30/2019 0:00:00,568,"223078","1","CO-OPERATIVE","WOODRIDGE","NY",,36,"12789",105,19,9998,"","PO BOX 307","1 ","J",2,1936,"50  ",0,1/1/1936 0:00:00,2,0
1148,6/30/2019 0:00:00,575,"1014273","1","COREPLUS","Norwich","CT",,9,"06360",11,2,5520,"","202 Salem Tpke","1 ","A",8,1936,"00  ",0,1/1/1936 0:00:00,5,0
1157,6/30/2019 0:00:00,581,"716673","1","BUFFALO POLICE","Buffalo","NY",,36,"14202-3405",29,26,1280,"POLICE HEADQUARTERS","68 Court St Rm 180","1 ","M",9,1936,"06  ",0,1/1/1936 0:00:00,3,0
1166,6/30/2019 0:00:00,585,"644271","1","RESEARCH 1166","PAULSBORO","NJ",,34,"08066",15,1,6160,"","600 BILLINGSPORT RD","1 ","E",9,1936,"41  ",0,1/1/1936 0:00:00,3,0
1167,6/30/2019 0:00:00,586,"830579","1","FORT BILLINGS","PAULSBORO","NJ",,34,"08066",15,1,6160,"","900 BILLINGSPORT RD, P O BOX 369","1 ","E",6,1936,"41  ",0,1/1/1936 0:00:00,4,0
1172,6/30/2019 0:00:00,589,"646378","1","CORNER POST","Wilkes Barre","PA",,42,"18701",79,8,7560,"","566 South Main Street","1 ","F",3,1936,"36  ",1,1/1/1936 0:00:00,4,0
1199,6/30/2019 0:00:00,599,"833178","1","BMI","DUBLIN","OH",,39,"43016-0340",49,12,1840,"","PO BOX 3670","1 ","G",3,1936,"00  ",0,1/1/1936 0:00:00,6,0
1204,6/30/2019 0:00:00,603,"650272","1","RANCHO","DOWNEY","CA",,6,"90242-3456",37,40,4480,"","12620 ERICKSON AVE STE H","3 ","O",6,1936,"36  ",1,1/1/1936 0:00:00,4,0
1207,6/30/2019 0:00:00,604,"227272","1","LOS ANGELES","Glendale","CA",,6,"91205",37,28,4480,"","300 S Glendale Avenue","3 ","P",3,1936,"36  ",0,3/31/1936 0:00:00,6,0
1213,6/30/2019 0:00:00,606,"1017975","1","ORLANDO","ORLANDO","FL",,12,"32805-3866",95,10,5960,"","1117 S. WESTMORELAND DRIVE","2 ","A",6,1936,"00  ",1,1/1/1936 0:00:00,5,0
1236,6/30/2019 0:00:00,615,"782771","1","CAMBRIDGE FIREFIGHTERS","CAMBRIDGE","MA",,25,"02138-6719",17,5,9999,"","113 GARDEN ST","1 ","B",6,1936,"06  ",0,1/1/1936 0:00:00,3,0
1239,6/30/2019 0:00:00,616,"835275","1","PITTSBURGH CITY HALL EMPLOYEES","Pittsburgh","PA",,42,"15219-2404",3,14,6280,"","414 Grant St, Suite 911","1 ","O",2,1936,"36  ",1,1/1/1936 0:00:00,4,0
1245,6/30/2019 0:00:00,619,"834773","1","PINE BLUFF COTTON BELT","PINE BLUFF","AR",,5,"71601",69,4,6240,"","1703 RIVER PINES BLVD","2 ","J",6,1936,"52  ",1,1/1/1936 0:00:00,4,0
1248,6/30/2019 0:00:00,620,"783273","1","FORT SMITH TEACHERS","FORT SMITH","AR",,5,"72913-3606",131,3,2720,"","P. O. BOX 3606","2 ","J",8,1936,"34  ",0,1/1/1936 0:00:00,3,0
1250,6/30/2019 0:00:00,621,"654476","1","HAMPTON VA","HAMPTON","VA",,51,"23669",650,0,5720,"","P. O. BOX 37","1 ","S",9,1936,"06  ",1,1/1/1936 0:00:00,2,0
1251,6/30/2019 0:00:00,622,"229379","1","NEW CENTURY","JOLIET","IL",,17,"60435",197,11,3690,"","291 SPRINGFIELD AVENUE","3 ","A",10,1936,"42  ",0,4/13/1936 0:00:00,3,0
1257,6/30/2019 0:00:00,623,"653974","1","BATON ROUGE FIRE DEPARTMENT","Baton Rouge","LA",,22,"70835",33,6,760," ","PO Box 40118","2 ","I",7,1936,"36  ",0,1/1/1936 0:00:00,4,0
1261,6/30/2019 0:00:00,625,"722674","1","LANGLEY","Newport News","VA",,51,"23606",700,3,5720," ","721 Lakefront Cmns","1 ","S",4,1936,"35  ",0,1/1/1936 0:00:00,6,0
1263,6/30/2019 0:00:00,627,"168777","1","EVANSVILLE FIREFIGHTERS","EVANSVILLE","IN",,18,"47710",163,8,2440,"","312 N 4TH AVE","2 ","K",3,1936,"36  ",1,4/17/1936 0:00:00,3,0
1273,6/30/2019 0:00:00,632,"231176","1","STATE FARM","Bloomington","IL",,17,"61710",113,15,1040,"","One State Farm Plaza, SB-1","3 ","A",11,1936,"20  ",0,4/22/1936 0:00:00,6,0
1282,6/30/2019 0:00:00,635,"230674","1","RICHMOND HERITAGE","Richmond","VA",,51,"23224-2316",760,4,6760,"","50 W Commerce Rd","1 ","S",3,1936,"34  ",1,1/1/1936 0:00:00,2,0
1303,6/30/2019 0:00:00,644,"964072","1","PEN AIR","PENSACOLA","FL",,12,"32514-5723",33,1,6080,"","1495 E NINE MILE RD","2 ","B",6,1936,"35  ",1,1/1/1936 0:00:00,6,0
1309,6/30/2019 0:00:00,647,"724771","1","CROSSPOINT","HAMDEN","CT",,9,"06514",9,3,5480,"","105 SANFORD ST","1 ","K",8,1936,"00  ",0,1/1/1936 0:00:00,5,0
1316,6/30/2019 0:00:00,652,"786975","1","TALLAHASSEE-LEON","TALLAHASSEE","FL",,12,"32308",73,5,8240,"","1827 CAPITAL CIRCLE NE","2 ","B",9,1936,"00  ",1,1/1/1936 0:00:00,4,0
1317,6/30/2019 0:00:00,653,"479978","1","REDIFORM NIAGARA FALLS NY","NIAGARA FALLS","NY",,36,"14305-2312",63,26,5700,"","3236 LOCKPORT RD","1 ","M",8,1936,"49  ",1,1/1/1936 0:00:00,3,0
1339,6/30/2019 0:00:00,664,"485979","1","BAKERSFIELD CITY EMPLOYEES","BAKERSFIELD","CA",,6,"93301-3210",29,23,680,"","2817 16TH ST","3 ","P",6,1936,"36  ",1,1/1/1936 0:00:00,3,0
1343,6/30/2019 0:00:00,665,"362070","1","EMPIRT 207","new york","NY",,36,"10034",61,13,5600,"","3961 10th Ave, Rm. 234","1 ","K",3,1936,"22  ",0,1/1/1936 0:00:00,2,0
1344,6/30/2019 0:00:00,666,"484374","1","NORTHERN VALLEY","Grand Forks","ND",,38,"58201",35,1,2985,"","3030 Demers Ave","3 ","C",9,1936,"66  ",1,1/1/1936 0:00:00,3,0
1351,6/30/2019 0:00:00,670,"486471","1","MERCER COUNTY NJ TEACHERS","HAMILTON SQUARE","NJ",,34,"08690",21,4,8480,"PO BOX 3168","2271 HIGHWAY 33 STE 108","1 ","E",5,1936,"34  ",0,1/1/1936 0:00:00,3,0
