"Account","AcctName","AcctDesc","TableName","Annualize","CBSAccount","FPRAccount","STATAcctMain","STATAcctState","STATAcctGraph","STATAcctTable8"
"Acct_022X","Amount of TDR Consumer Loans not secured by real estate 6 to < 12 months delinquent","Amount of TDR Consumer Loans not secured by real estate 6 to < 12 months delinquent","FS220I",0,0,0,0,0,0,0
"Acct_022Y","Amount of TDR Business Loans not secured by real estate 6 to < 12 months delinquent","Amount of TDR Business Loans not secured by real estate 6 to < 12 months delinquent","FS220I",0,0,0,0,0,0,0
"Acct_022Y1","Dollar Amount of TDR Commercial Loans not secured by real estate 180 to 359 days delinquent","Dollar Amount of TDR Commercial Loans not secured by real estate 180 to 359 days delinquent","FS220L",0,0,0,0,0,0,0
"Acct_023A","Number of All Deliquent Loans (Including Credit Cards) and Leases as of - 12 months and over delinquent","Report the number of delinquent loans by categories.","FS220A",0,0,0,1,0,0,0
"Acct_023B","Amount of All Deliquent Loans (Including Credit Cards) and Leases as of - 12 months and over delinquent","Report the dollar amount of delinquent loans by categories.","FS220",0,1,0,1,0,0,0
"Acct_023C","Amount of All Other Delinquent Loans and Leases - 12 months and over delinquent","Amount of All Other Delinquent Loans and Leases  - 12 months and over delinquent.","FS220A",0,0,0,0,0,0,0
"Acct_023C1","Amount of New Vehicle Loans Delinquent >=360 days","Amount of New Vehicle Loans Delinquent >=360 days","FS220I",0,0,0,0,0,0,0
"Acct_023C2","Amount of Used Vehicle Loans Delinquent >=360 days","Amount of Used Vehicle Loans Delinquent >=360 days","FS220I",0,0,0,0,0,0,0
"Acct_023D","Amount of Delinquent Leases Receivables - 12 months and over delinquent","Amount of Delinquent Leases Receivables - 12 months and over delinquent.","FS220A",0,0,0,0,0,0,0
"Acct_023E","Amount of Delinquent Indirect Loans - 12 months and over delinquent","Amount of Delinquent Indirect Loans - 12 months and over delinquent.","FS220A",0,0,0,0,0,0,0
"Acct_023F","Amount of Deliquent Participation Loans - 12 months and over delinquent","Amount of Delinquent Participation Loans - 12 months and over delinquent.","FS220A",0,0,0,0,0,0,0
"Acct_023G","Amount of Deliquent Member Business Loans excluding Agriculture Loans - 12 months and over delinquent","Amount of Delinquent Member Business Loans excluding Agriculture Loans - 12 months and over delinquent.","FS220C",0,0,0,0,0,0,0
"Acct_023G1","Amount of Member Business Loans Secured by Real Estate Delinquent >=360 days","Amount of Member Business Loans Secured by Real Estate Delinquent >=360 days","FS220I",0,0,0,0,0,0,0
"Acct_023G2","Amount of Member Business Loans NOT Secured by Real Estate Delinquent >=360 days","Amount of Member Business Loans NOT Secured by Real Estate Delinquent >=360 days","FS220I",0,0,0,0,0,0,0
"Acct_023G3","Dollar Amount of Member Commercial Loans Secured by Real Estate Delinquent >=360 days","Dollar Amount of Member Commercial Loans Secured by Real Estate Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023G4","Dollar Amount of Member Commercial Loans NOT Secured by Real Estate Delinquent >=360 days","Dollar Amount of Member Commercial Loans NOT Secured by Real Estate Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023H","Amount of Deliquent Agriculture Loans - 12 months and over delinquent","Amount of Delinquent Agriculture Loans - 12 months and over delinquent.","FS220C",0,0,0,0,0,0,0
"Acct_023H1","Dollar Amount of Agricultural Loans Delinquent >=360 days","Dollar Amount of Agricultural Loans Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023I","Amount of Interest Only and Payment Option 1st Mortgage Loans - 12 months and over delinquent.","Amount of Interest Only and Payment Option 1st Mortgage Loans - 12 months and over delinquent.","FS220B",0,0,0,0,0,0,0
"Acct_023J","Amount of Modified 1st Mortgage Real Estate Loans - 12 months and over delinquent","Amount of Delinquent Modified 1st Mortgage Real Estate Loans - 12 months and over delinquent","FS220",0,0,0,0,0,0,0
"Acct_023K","Amount of Modified Other Real Estate Loans/Lines of Credit - 12 months and over delinquent","Amount of Delinquent Modified Other Real Estate Loans/Lines of Credit - 12 months and over delinquent","FS220",0,0,0,0,0,0,0
"Acct_023L","Amount of Modified Business Loans also reported as Real Estate Loans - 12 months and over delinquent","Amount of Delinquent Modified Real Estate Loans also reported as business loans - 12 months and over delinquent","FS220",0,0,0,0,0,0,0
"Acct_023M","Amount of Delinquent Interest Only & Payment Option Other RE/LOCs Loans (12 Months and Over)","Amount of Interest Only & Payment Option Other RE/LOCs Loans >12 months delinquent","FS220G",0,0,0,0,0,0,0
"Acct_023N","Amount of Delinquent Residential Construction Loans Excluding Business Purpose (12 Months and Over)","Amount of Residential Construction - excluding Business Purposes- >12 months delinquent","FS220G",0,0,0,0,0,0,0
"Acct_023N1","Dollar Amount of Residential Construction excluding Commercial Purposes >=360 days","Dollar Amount of Residential Construction excluding Commercial Purposes >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023P","Amount of Delinquent Nonmember Business Loans (12 Months and Over)","Amount of Nonmember Business Loans- >12 months delinquent","FS220G",0,0,0,0,0,0,0
"Acct_023P1","Amount of Nonmember Business Secured By Real Estate Delinquent >=360 days","Amount of Nonmember Business Secured By Real Estate Delinquent >=360 days","FS220I",0,0,0,0,0,0,0
"Acct_023P2","Amount of Nonmember Business NOT Secured By Real Estate Delinquent >=360 days","Amount of Nonmember Business NOT Secured By Real Estate Delinquent >=360 days","FS220I",0,0,0,0,0,0,0
"Acct_023P3","Dollar Amount of Nonmember Commercial Secured By Real Estate Delinquent >=360 days","Dollar Amount of Nonmember Commercial Secured By Real Estate Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023P4","Dollar Amount of Nonmember Commercial NOT Secured By Real Estate Delinquent >=360 days","Dollar Amount of Nonmember Commercial NOT Secured By Real Estate Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023Q","Amount of Delinquent Bus. Const & Dev. Loans (12 Months and >)","Amount of Business Construction & Development Loans- >12 months delinquent","FS220G",0,0,0,0,0,0,0
"Acct_023Q1","Dollar Amount of Commercial Construction & Development Loans Delinquent >=360 days","Dollar Amount of Commercial Construction & Development Loans Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023R","Amount of Modified Consumer Loans NOT Secured by Real Estate Loans  - greater than 12 months delinquent","Amount of Modifed Consumer Loans NOT Secured by Real Estate greater than 12 months delinquent","FS220H",0,0,0,0,0,0,0
"Acct_023S","Amount of Modified Business Loans NOT Secured by Real Estate Loans  - greater than 12 months delinquent","Amount of Modified Business Loans NOT Secured by Real Estate greater than 12 months delinquent ","FS220H",0,0,0,0,0,0,0
"Acct_023T","Amount of Non-Federally Guaranteed Student Loans - 12 months and over ","Amount of Non-Federally Guaranteed Student Loans - 12 months and over ","FS220H",0,0,0,0,0,0,0
"Acct_023U","Amount of TDR Loans secured by First Mortgages 12 months and over delinquent","Amount of TDR Loans secured by First Mortgages 12 months and over delinquent","FS220I",0,0,0,0,0,0,0
"Acct_023V","Amount of TDR Loans secured by Other RE LOCs 12 months and over delinquent","Amount of TDR Loans secured by Other RE LOCs 12 months and over delinquent","FS220I",0,0,0,0,0,0,0
"Acct_023W","Amount of TDR RE Loans also reported as business loans 12 months and over delinquent","Amount of TDR RE Loans also reported as business loans 12 months and over delinquent","FS220I",0,0,0,0,0,0,0
"Acct_023W1","Dollar Amount of TDR RE Loans also reported as commercial loans Delinquent >=360 days","Dollar Amount of TDR RE Loans also reported as commercial loans Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_023X","Amount of TDR Consumer Loans not secured by real estate 12 months and over delinquent","Amount of TDR Consumer Loans not secured by real estate 12 months and over delinquent","FS220I",0,0,0,0,0,0,0
"Acct_023Y","Amount of TDR Business Loans not secured by real estate 12 months and over delinquent","Amount of TDR Business Loans not secured by real estate 12 months and over delinquent","FS220I",0,0,0,0,0,0,0
"Acct_023Y1","Dollar Amount of TDR Commercial Loans not secured by real estate Delinquent >=360 days","Dollar Amount of TDR Commercial Loans not secured by real estate Delinquent >=360 days","FS220L",0,0,0,0,0,0,0
"Acct_024A","Delinquent Credit Card Loans Number:  1 month to less than 2 months delinquent","This account was used prior to June 2006.","FS220",0,0,0,0,0,0,0
"Acct_024B","Amount of Delinquent Unsecured Credit Card Loans as of - 1 month to less than 2 months delinquent.","Delinquent Credit Card Loans Amount:  1 month to less than 2 months delinquent","FS220",0,0,0,0,0,0,0
"Acct_025A","Total number of Loans and Leases","Total number of Loans and Leases","FS220",0,0,1,1,1,0,1
"Acct_025A1","Total Number of Loans & Leases on Loan Schedule","Total Number of Loans & Leases on Loan Schedule","FS220L",0,0,0,0,0,0,0
"Acct_025B","Total amount of Loans and Leases","Total amount of Loans and Leases","FS220",1,1,1,1,1,1,1
"Acct_025B1","Total Amount of Loans & Leases on Loan Schedule","Total Amount of Loans & Leases on Loan Schedule","FS220L",0,0,0,0,0,0,0
"Acct_026A","Number - Credit Card Loans (2 to less than 6 months delinquent)","This account was used prior to June 2006.","FS220B",0,0,0,1,0,0,0
"Acct_026B","Amount of Delinquent Unsecured Credit Card Loans as of - 2 to less than 6 months delinquent","Report the dollar amount of Delinquent Credit Card Loans by Categories.","FS220B",0,0,0,1,0,0,0
"Acct_027A","Number - Credit Card Loans (6 to less than 12 months delinquent)","This account was used prior to June 2006.","FS220B",0,0,0,1,0,0,0
"Acct_027B","Amount of Delinquent Unsecured Credit Card Loans as of - 6 to less than 12 months delinquent","Report the dollar amount of Delinquent Credit Card Loans by Categories","FS220B",0,0,0,1,0,0,0
"Acct_028A","Number - Credit Card Loans (12 months and over delinquent)","This account was used prior to June 2006.","FS220B",0,0,0,1,0,0,0
"Acct_028B","Amount of Delinquent Unsecured Credit Card Loans as of - 12 months and over delinquent","Report the dollar amount of Delinquent Credit Card Loans by categories.","FS220B",0,0,0,1,0,0,0
"Acct_029A","Number of 1 to < 2 months delinquent 1st Mortgage Real Estate/LOCs Fixed Rate","Number of 1st Mortgage RE Loans/Line of Credit Fixed Rate (including hybrid/balloon >5 yrs) loans 1 month to less than 2 months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_029B","Number of 2 to < 6 months delinquent 1st Mortgage Real Estate/LOCs Fixed Rate","Number of 1st Mortgage RE Loans/Line of Credit Fixed Rate (including hybrid/balloon >5 yrs) loans 2 to less than 6  months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_029C","Number of 6 to < 12 months delinquent 1st Mortgage Real Estate/LOCs Fixed Rate","Number of 1st Mortgage RE Loans/Line of Credit Fixed Rate (including hybrid/balloon >5 yrs) loans 6 to less than 12  months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_029D","Number of 12 months and over delinquent 1st Mortgage Real Estate/LOCs Fixed Rate","Number of 1st Mortgage RE Loans/Line of Credit Fixed Rate (including hybrid/balloon >5 yrs) loans 12 months and over delinquent","FS220A",0,0,0,0,0,0,0
"Acct_029E","Total Number of Reportable delinquent 1st Mortgage Real Estate/LOCs Fixed Rate","Total number of Reportable Mortgage RE Loans/Line of Credit Fixed Rate (including hybrid/balloon >5 yrs) delinquent loans","FS220A",0,0,0,0,0,0,0
"Acct_030A","Number of 1 to < 2 months delinquent 1st Mortgage Real Estate/LOCs Adjust. Rate","Number of 1st Mortgage RE Loans/Line of Credit Adjustable Rate (including hybrid/balloon 5 yrs or less) loans 1 month to less than 2 months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_030B","Number of 2 to < 6 months delinquent 1st Mortgage Real Estate/LOCs Adjust. Rate","Number of 1st Mortgage RE Loans/Line of Credit Adjustable Rate (including hybrid/balloon 5 yrs or less) loans 2 to less than 6 months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_030C","Number of 6 to < 12 months delinquent 1st Mortgage Real Estate/LOCs Adjust. Rate","Number of 1st Mortgage RE Loans/Line of Credit Adjustable Rate (including hybrid/balloon 5 yrs or less) loans 6 to less than 12 months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_030D","Number of 12 months and over delinquent 1st Mortgage Real Estate/LOCs Adjust. Rate","Number of 1st Mortgage RE Loans/Line of Credit Adjustable Rate (including hybrid/balloon 5 yrs or less) loans 12 months and over delinquent","FS220A",0,0,0,0,0,0,0
"Acct_030E","Total Number of Reportable delinquent 1st Mortgage Real Estate/LOCs Adjust. Rate","Total number of Reportable Mortgage RE Loans/Line of Credit Adjustable Rate (including hybrid/balloon 5 yrs or less) delinquent loans","FS220A",0,0,0,0,0,0,0
"Acct_031A","Loans Granted Year-to-Date","Include all loans of all types granted (including real estate loans sold on the secondary market). Each line of credit should be counted as a single loan granted if one or more advances were made on that line year-to-date.  For all other loans, report each new loan or refinanced loan as a loan granted.","FS220",1,0,0,1,0,0,0
"Acct_031B","Amount of Loans Granted Year-to-Date","Include all loans of all types granted (including real estate loans sold on the secondary market).  The amount should include all new advances and all balances which were refinanced.","FS220",1,1,1,1,1,0,1
"Acct_031C","Number of Payday Alternative Loans (PAL loans) Granted Year-to-Date (FCU only)","Number of Payday Alternative Loans (PAL loans) Granted Year-to-Date (FCU only)","FS220H",0,0,0,0,0,0,0
"Acct_031D","Amount of Payday Alternative Loans (PAL loans) Granted Year-to-Date (FCU only)","Amount of Payday Alternative Loans (PAL loans) Granted Year-to-Date (FCU only)","FS220H",0,0,0,0,0,0,0
"Acct_032A","Number of 1 to < 2 months delinquent Other Real Estate Loans/LOCs Fixed Rate","Number of Other RE Loans/Line of Credit Fixed Rate/Hybrid/Balloon loans 1 month to less than 2 months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_032B","Number of 2 to < 6 months delinquent Other Real Estate/LOCs Fixed Rate","Number of Other RE Loans/Line of Credit Fixed Rate/Hybrid/Balloon loans 2 to less than 6 months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_032C","Number of 6 to < 12 months delinquent Other Real Estate/LOCs Fixed Rate","Number of Other RE Loans/Line of Credit Fixed Rate/Hybrid/Balloon loans 6 to less than 12 months delinquent","FS220A",0,0,0,0,0,0,0
"Acct_032D","Number of 12 months and over delinquent Other Real Estate/LOCs Fixed Rate","Number of Other RE Loans/Line of Credit Fixed Rate/Hybrid/Balloon loans 12 months and over delinquent","FS220A",0,0,0,0,0,0,0
"Acct_032E","Total Number of Reportable delinquent Other Real Estate/LOCs Fixed Rate","Total number of Reportable Other RE Loans/Line of Credit Fixed Rate/Hybrid/Balloon delinquent loans","FS220A",0,0,0,0,0,0,0
