"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
1607,6/30/2019 0:00:00,784,"BIG ISLAND",6907,10/29/2018 0:00:00,6000,"NCUA Technical Assistance Program",,"Program Grant"
1646,6/30/2019 0:00:00,805,"CLAIRTON WORKS",24,4/21/2011 0:00:00,719,"Other","PA Credit Union Foundation","Not Collected"
1646,6/30/2019 0:00:00,805,"CLAIRTON WORKS",6335,8/30/2017 0:00:00,3500,"National Credit Union Foundation",,"Program Grant"
1726,6/30/2019 0:00:00,839,"BATON ROUGE TELCO",4123,7/1/2014 0:00:00,52754,"Other","Louisiana Workforce Commission","Program Grant"
1726,6/30/2019 0:00:00,839,"BATON ROUGE TELCO",5422,8/24/2016 0:00:00,7500,"Other","NCUA - Office of Small Credit Union Initiatives","Program Grant"
1759,6/30/2019 0:00:00,851,"INSPIRE",3822,5/12/2014 0:00:00,8307,"Association of Credit Union Leagues",,"Program Grant"
1785,6/30/2019 0:00:00,859,"HAWAII SCHOOLS",506,5/24/2011 0:00:00,5747,"NCUA Technical Assistance Program",,"Program Grant"
1785,6/30/2019 0:00:00,859,"HAWAII SCHOOLS",893,5/9/2012 0:00:00,5314,"NCUA Technical Assistance Program",,"Program Grant"
1810,6/30/2019 0:00:00,868,"ROME",5138,5/1/2016 0:00:00,598,"National Credit Union Foundation",,"Program Grant"
1810,6/30/2019 0:00:00,868,"ROME",5139,3/1/2016 0:00:00,299,"National Credit Union Foundation",,"Program Grant"
1810,6/30/2019 0:00:00,868,"ROME",5661,12/31/2016 0:00:00,2500,"Other","New York Credit Union Foundation","Program Grant"
1810,6/30/2019 0:00:00,868,"ROME",6219,11/3/2017 0:00:00,1930,"Other","New York Credit Union Foundation","Program Grant"
1810,6/30/2019 0:00:00,868,"ROME",7014,1/15/2019 0:00:00,2800,"Other","New York Credit Union Foundation","Program Grant"
1810,6/30/2019 0:00:00,868,"ROME",7158,4/9/2019 0:00:00,499,"National Credit Union Foundation",,"Program Grant"
1810,6/30/2019 0:00:00,868,"ROME",7159,3/1/2019 0:00:00,299,"National Credit Union Foundation",,"Program Grant"
1817,6/30/2019 0:00:00,873,"MAUI TEACHERS",507,7/30/2010 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
1827,6/30/2019 0:00:00,876,"MINT VALLEY",4438,6/4/2015 0:00:00,3000,"Other","OSCUI Grant Program","Program Grant"
1827,6/30/2019 0:00:00,876,"MINT VALLEY",6137,8/30/2017 0:00:00,7500,"Other","OSCUI Grant Program","Program Grant"
1880,6/30/2019 0:00:00,903,"HONOLULU FIRE DEPARTMENT",900,8/23/2011 0:00:00,2475,"NCUA Technical Assistance Program",,"Not Collected"
1969,6/30/2019 0:00:00,938,"EDUCATION PERSONNEL",4288,12/15/2014 0:00:00,250,"Other","Illinois Credit Union Foundation","Pass Through"
1969,6/30/2019 0:00:00,938,"EDUCATION PERSONNEL",4844,12/8/2015 0:00:00,1000,"Other","Illinois Credit Union Foundation","Pass Through"
1969,6/30/2019 0:00:00,938,"EDUCATION PERSONNEL",5534,12/13/2016 0:00:00,1000,"Other","Cadle Foundation","Pass Through"
1969,6/30/2019 0:00:00,938,"EDUCATION PERSONNEL",6261,12/1/2017 0:00:00,500,"Other","Illinois Credit Union Foundation","Pass Through"
1969,6/30/2019 0:00:00,938,"EDUCATION PERSONNEL",6540,4/1/2018 0:00:00,1000,"Other","Cadle Foundation","Pass Through"
1969,6/30/2019 0:00:00,938,"EDUCATION PERSONNEL",6903,12/3/2018 0:00:00,1000,"Other","Cadle Foundation","Pass Through"
1969,6/30/2019 0:00:00,938,"EDUCATION PERSONNEL",6904,12/3/2018 0:00:00,500,"Other","Illinois Credit Union Foundation","Pass Through"
1982,6/30/2019 0:00:00,945,"CENTRIC",15,11/30/2011 0:00:00,54998,"Other","LA Workforce Commission IWTF","Not Collected"
1982,6/30/2019 0:00:00,945,"CENTRIC",3935,6/30/2014 0:00:00,41156,"Other","LA Workforce Commission IWTP","Program Grant"
1982,6/30/2019 0:00:00,945,"CENTRIC",4089,3/10/2014 0:00:00,2500,"Other","NCUA OSCUI","Program Grant"
1982,6/30/2019 0:00:00,945,"CENTRIC",5438,7/25/2016 0:00:00,7500,"Other","NCUA OSCUI","Program Grant"
1982,6/30/2019 0:00:00,945,"CENTRIC",6157,9/19/2017 0:00:00,1006905,"Community Development Financial Institutions Fund",,"Program Grant"
1987,6/30/2019 0:00:00,946,"EWA",512,11/28/2008 0:00:00,7000,"NCUA Technical Assistance Program",,"Program Grant"
1987,6/30/2019 0:00:00,946,"EWA",6095,8/30/2017 0:00:00,2000,"NCUA Technical Assistance Program",,"Program Grant"
1987,6/30/2019 0:00:00,946,"EWA",6928,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
2008,6/30/2019 0:00:00,954,"REMINGTON",5876,7/4/2017 0:00:00,469,"National Credit Union Foundation",,"Program Grant"
2008,6/30/2019 0:00:00,954,"REMINGTON",5877,4/3/2017 0:00:00,469,"National Credit Union Foundation",,"Program Grant"
2046,6/30/2019 0:00:00,969,"PAMPA TEACHERS",866,3/30/2009 0:00:00,100000,"Association of Credit Union Leagues",,"Not Collected"
2056,6/30/2019 0:00:00,975,"SEWERAGE & WATER BOARD EMPLOYEES",2876,8/15/2012 0:00:00,20000,"Other","The Ofc of Small CU Initiatives - NCUA","Not Collected"
2065,6/30/2019 0:00:00,982,"LOWELL MUNICIPAL EMPLOYEES",3475,8/27/2013 0:00:00,1350,"NCUA Technical Assistance Program",,"Program Grant"
2068,6/30/2019 0:00:00,983,"SOUTHERN TEACHERS & PARENTS",17,12/14/2007 0:00:00,29840,"National Credit Union Foundation",,"Not Collected"
2068,6/30/2019 0:00:00,983,"SOUTHERN TEACHERS & PARENTS",18,9/5/2008 0:00:00,13950,"Other","NCUA Office of Small CU Initiatives","Not Collected"
2068,6/30/2019 0:00:00,983,"SOUTHERN TEACHERS & PARENTS",3976,8/1/2014 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
2115,6/30/2019 0:00:00,1002,"ONE SOURCE",4026,7/1/2014 0:00:00,1949,"Cuna",,"Program Grant"
2115,6/30/2019 0:00:00,1002,"ONE SOURCE",4485,4/27/2015 0:00:00,2000,"Cuna",,"Program Grant"
2115,6/30/2019 0:00:00,1002,"ONE SOURCE",4872,10/30/2015 0:00:00,10000,"Other","OFFICE OF SMALL CREDIT UNION INITIATIVES","Program Grant"
2115,6/30/2019 0:00:00,1002,"ONE SOURCE",5208,4/12/2016 0:00:00,2000,"Cuna",,"Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",5606,12/22/2016 0:00:00,1250,"Other","Cornerstone Credit Union League","Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",5607,10/10/2016 0:00:00,1750,"Other","Cornerstone Credit Union League","Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",6109,6/26/2017 0:00:00,1250,"Other","Cornerstone Credit Union League","Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",6110,5/30/2017 0:00:00,1258,"Other","Cornerstone Credit Union League","Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",6223,11/13/2017 0:00:00,750,"Other","Cornerstone Credit Union League","Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",6517,6/28/2018 0:00:00,594,"Other","Cornerstone Credit Union League","Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",6667,8/27/2018 0:00:00,326,"Other","Cornerstone Credit Union League","Program Grant"
2158,6/30/2019 0:00:00,1022,"NATURAL RESOURCES CONSERVATION SERV",6839,11/9/2018 0:00:00,1080,"Other","CornerStone Credit Union League","Program Grant"
2191,6/30/2019 0:00:00,1034,"FIBRE",4359,8/1/2014 0:00:00,7500,"Other","NCUA / O.S.C.U.I.","Program Grant"
2191,6/30/2019 0:00:00,1034,"FIBRE",4839,7/29/2015 0:00:00,7500,"Other","NCUA/O.S.C.U.I","Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",3505,8/12/2013 0:00:00,2000,"New York State Credit Union Foundation",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",3996,7/1/2014 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",3997,7/1/2014 0:00:00,600,"National Credit Union Foundation",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",4269,2/10/2015 0:00:00,6000,"NCUA Technical Assistance Program",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",4530,5/20/2015 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",5162,6/23/2016 0:00:00,500,"National Credit Union Foundation",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",5365,8/17/2016 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",5644,2/1/2017 0:00:00,250,"New York State Credit Union Foundation",,"Program Grant"
2209,6/30/2019 0:00:00,1042,"BUFFALO METROPOLITAN",5838,5/31/2017 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
2211,6/30/2019 0:00:00,1044,"M M EMPLOYEES",513,6/17/2013 0:00:00,2189,"NCUA Technical Assistance Program",,"Program Grant"
2227,6/30/2019 0:00:00,1053,"EMPORIA STATE",3825,3/10/2014 0:00:00,7500,"Other","NCUA New Product Grant","Program Grant"
2227,6/30/2019 0:00:00,1053,"EMPORIA STATE",4630,7/29/2015 0:00:00,7500,"Other","NCUA Fraud & Cybersecurity Grant","Program Grant"
2227,6/30/2019 0:00:00,1053,"EMPORIA STATE",5580,7/2/2016 0:00:00,15000,"Other","NCUA New Project Grant","Program Grant"
2446,6/30/2019 0:00:00,1139,"INTERNAL REVENUE",6893,10/29/2018 0:00:00,3500,"Other","NCUA-OSCUI","Program Grant"
2454,6/30/2019 0:00:00,1142,"FIRST OHIO COMMUNITY",4725,9/1/2015 0:00:00,7500,"Other","OSCUI-Cybersecurity","Program Grant"
2454,6/30/2019 0:00:00,1142,"FIRST OHIO COMMUNITY",6017,8/30/2017 0:00:00,6000,"Other","NCUA Office of Smalll Credit Unions Initiative","Program Grant"
2472,6/30/2019 0:00:00,1151,"YELLOWSTONE",516,11/17/2010 0:00:00,2604,"NCUA Technical Assistance Program",,"Not Collected"
2472,6/30/2019 0:00:00,1151,"YELLOWSTONE",3824,5/16/2014 0:00:00,1500,"Other","Mountain West Credit Union Foundation","Program Grant"
2472,6/30/2019 0:00:00,1151,"YELLOWSTONE",4289,3/31/2015 0:00:00,1400,"NCUA Technical Assistance Program",,"Pass Through"
2472,6/30/2019 0:00:00,1151,"YELLOWSTONE",6818,12/3/2018 0:00:00,1826,"Other","Moutain West Credit Union Foundation","Program Grant"
2493,6/30/2019 0:00:00,1157,"JERSEY CENTRAL",3917,6/19/2014 0:00:00,2000,"Other","NJ Credit Union Foundation","Program Grant"
2493,6/30/2019 0:00:00,1157,"JERSEY CENTRAL",6001,8/30/2017 0:00:00,7500,"Community Development Financial Institutions Fund",,"Program Grant"
2531,6/30/2019 0:00:00,1176,"BELLCO",3914,6/10/2014 0:00:00,1000,"Other","PA Credit Union Foundation","Program Grant"
2535,6/30/2019 0:00:00,1178,"CANTON SCHOOL EMPLOYEES",4759,8/5/2015 0:00:00,7500,"National Credit Union Foundation",,"Program Grant"
2574,6/30/2019 0:00:00,1196,"MEMBER'S 1ST OF NJ",4527,5/1/2015 0:00:00,3000,"Other","OSCUI","Program Grant"
2574,6/30/2019 0:00:00,1196,"MEMBER'S 1ST OF NJ",5432,7/26/2016 0:00:00,7000,"Other","OSCUI","Program Grant"
2574,6/30/2019 0:00:00,1196,"MEMBER'S 1ST OF NJ",6102,8/30/2017 0:00:00,10000,"Other","OSCUI","Program Grant"
2583,6/30/2019 0:00:00,1203,"SAINT NICHOLAS",1918,8/15/2012 0:00:00,2305,"NCUA Technical Assistance Program",,"Program Grant"
2583,6/30/2019 0:00:00,1203,"SAINT NICHOLAS",3684,3/10/2014 0:00:00,2400,"NCUA Technical Assistance Program",,"Program Grant"
2583,6/30/2019 0:00:00,1203,"SAINT NICHOLAS",4265,2/20/2015 0:00:00,1600,"NCUA Technical Assistance Program",,"Program Grant"
2583,6/30/2019 0:00:00,1203,"SAINT NICHOLAS",5236,7/25/2016 0:00:00,2200,"NCUA Technical Assistance Program",,"Program Grant"
2583,6/30/2019 0:00:00,1203,"SAINT NICHOLAS",5925,8/30/2017 0:00:00,1750,"Community Development Financial Institutions Fund",,"Program Grant"
2612,6/30/2019 0:00:00,1217,"BEAVER FALLS PA TEACHERS",2005,8/15/2012 0:00:00,8700,"National Credit Union Foundation",,"Not Collected"
2612,6/30/2019 0:00:00,1217,"BEAVER FALLS PA TEACHERS",4632,7/29/2015 0:00:00,6200,"National Credit Union Foundation",,"Program Grant"
2612,6/30/2019 0:00:00,1217,"BEAVER FALLS PA TEACHERS",5337,7/8/2016 0:00:00,3275,"Association of Credit Union Leagues",,"Program Grant"
2612,6/30/2019 0:00:00,1217,"BEAVER FALLS PA TEACHERS",7082,5/28/2019 0:00:00,164517,"Association of Credit Union Leagues",,"Program Grant"
2644,6/30/2019 0:00:00,1232,"MAINE FAMILY",22,6/20/2011 0:00:00,5000,"Other","NCUA","Not Collected"
2709,6/30/2019 0:00:00,1260,"NORTHEAST FAMILY",5921,8/30/2017 0:00:00,1500,"NCUA Technical Assistance Program",,"Program Grant"
2711,6/30/2019 0:00:00,1261,"PROFINANCE",4274,4/1/2015 0:00:00,4000,"Other","NCUA’s Office of Small Credit Union Initiatives","Program Grant"
2711,6/30/2019 0:00:00,1261,"PROFINANCE",5287,8/15/2016 0:00:00,3000,"Other","NCUA's Office of Small Credit Union Initiatives","Program Grant"
2711,6/30/2019 0:00:00,1261,"PROFINANCE",6168,9/5/2017 0:00:00,7200,"Other","NCUA's Office of Small Credit Union Initiatives","Program Grant"
2769,6/30/2019 0:00:00,1284,"SECURITYPLUS",4806,8/26/2015 0:00:00,3500,"National Credit Union Foundation",,"Program Grant"
2769,6/30/2019 0:00:00,1284,"SECURITYPLUS",6049,7/31/2017 0:00:00,1250,"National Credit Union Foundation",,"Program Grant"
2769,6/30/2019 0:00:00,1284,"SECURITYPLUS",6491,6/12/2018 0:00:00,625,"National Credit Union Foundation",,"Program Grant"
2791,6/30/2019 0:00:00,1294,"TUSKEGEE",3993,8/1/2014 0:00:00,3000,"Other","OSCUI","Program Grant"
2794,6/30/2019 0:00:00,1296,"HAXTUN COMMUNITY",5110,5/16/2016 0:00:00,5000,"Association of Credit Union Leagues",,"Program Grant"
2794,6/30/2019 0:00:00,1296,"HAXTUN COMMUNITY",6226,8/30/2017 0:00:00,7500,"National Credit Union Foundation",,"Program Grant"
2794,6/30/2019 0:00:00,1296,"HAXTUN COMMUNITY",6661,6/27/2018 0:00:00,550,"Association of Credit Union Leagues",,"Program Grant"
2822,6/30/2019 0:00:00,1311,"LANCASTER PA FIREMEN",5490,7/25/2016 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
2918,6/30/2019 0:00:00,1346,"JEEP COUNTRY",4867,7/30/2015 0:00:00,10000,"Other","OSCUI GRANT PROGRAM","Program Grant"
2918,6/30/2019 0:00:00,1346,"JEEP COUNTRY",5242,8/19/2016 0:00:00,1985,"Other","Ohio Credit Union Foundation","Program Grant"
2918,6/30/2019 0:00:00,1346,"JEEP COUNTRY",5983,10/13/2017 0:00:00,1385,"Other","Ohio Credit Union Foundation","Program Grant"
2918,6/30/2019 0:00:00,1346,"JEEP COUNTRY",6587,8/28/2018 0:00:00,16000,"Other","Ohio Credit Union Foundation","Program Grant"
2935,6/30/2019 0:00:00,1351,"PARISH",5003,3/5/2016 0:00:00,3345,"NCUA Technical Assistance Program",,"Pass Through"
2935,6/30/2019 0:00:00,1351,"PARISH",5255,7/30/2016 0:00:00,15000,"National Credit Union Foundation",,"Pass Through"
2953,6/30/2019 0:00:00,1360,"LANAI",6348,1/11/2018 0:00:00,12000,"Other","The Federation (CDCU)","Program Grant"
2953,6/30/2019 0:00:00,1360,"LANAI",7132,10/29/2018 0:00:00,10000,"National Federation of Community Development CUs",,"Program Grant"
3025,6/30/2019 0:00:00,1389,"EMPOWER",3616,10/23/2013 0:00:00,217698,"Other","National Grid","Program Grant"
3025,6/30/2019 0:00:00,1389,"EMPOWER",3617,5/13/2013 0:00:00,72724,"Other","NYSERDA","Program Grant"
3025,6/30/2019 0:00:00,1389,"EMPOWER",4629,7/29/2015 0:00:00,7500,"Other","Small Credit Union Initiatives","Program Grant"
3025,6/30/2019 0:00:00,1389,"EMPOWER",5127,4/14/2016 0:00:00,7500,"Other","Small Credit Union Initiatives","Program Grant"
3025,6/30/2019 0:00:00,1389,"EMPOWER",6207,9/19/2017 0:00:00,776500,"Community Development Financial Institutions Fund",,"Program Grant"
3029,6/30/2019 0:00:00,1390,"VIRGINIA STATE UNIVERSITY",3784,3/10/2014 0:00:00,4000,"Other","Office of Small Credit Union Initiatives","Program Grant"
3050,6/30/2019 0:00:00,1399,"ONOMEA",4354,4/2/2015 0:00:00,2500,"Other","The Office of Small Credit Union Initiatives","Program Grant"
3050,6/30/2019 0:00:00,1399,"ONOMEA",6139,9/8/2017 0:00:00,4500,"NCUA Technical Assistance Program",,"Program Grant"
3050,6/30/2019 0:00:00,1399,"ONOMEA",6895,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
3064,6/30/2019 0:00:00,1404,"SELECT",2001,8/17/2012 0:00:00,16441,"NCUA Technical Assistance Program",,"Program Grant"
3064,6/30/2019 0:00:00,1404,"SELECT",4633,7/31/2015 0:00:00,5500,"NCUA Technical Assistance Program",,"Program Grant"
3064,6/30/2019 0:00:00,1404,"SELECT",5954,8/30/2017 0:00:00,8410,"NCUA Technical Assistance Program",,"Program Grant"
3064,6/30/2019 0:00:00,1404,"SELECT",6474,5/22/2018 0:00:00,2500,"Other","Cornerstone Credit Union Foundation","Program Grant"
3080,6/30/2019 0:00:00,1411,"SAN ANGELO",3454,8/22/2013 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
3080,6/30/2019 0:00:00,1411,"SAN ANGELO",5565,11/21/2016 0:00:00,1750,"Association of Credit Union Leagues",,"Program Grant"
3080,6/30/2019 0:00:00,1411,"SAN ANGELO",6267,11/2/2017 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
3080,6/30/2019 0:00:00,1411,"SAN ANGELO",6536,5/22/2018 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
3080,6/30/2019 0:00:00,1411,"SAN ANGELO",6685,8/17/2018 0:00:00,7500,"Other","NCUA CDRLF program","Program Grant"
3090,6/30/2019 0:00:00,1416,"LITTLE ROCK",7090,6/15/2019 0:00:00,3000,"Association of Credit Union Leagues",,"Pass Through"
3218,6/30/2019 0:00:00,1468,"TULARE COUNTY",7042,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
3226,6/30/2019 0:00:00,1473,"ACBA FED CREDIT UNION (3226)",38,8/11/2011 0:00:00,4150,"NCUA Technical Assistance Program",,"Not Collected"
3237,6/30/2019 0:00:00,1478,"COLFAX POWER PLANT EMPLOYEES",3084,7/31/2012 0:00:00,3000,"Association of Credit Union Leagues",,"Not Collected"
3285,6/30/2019 0:00:00,1494,"NIAGARA REGIONAL",25,8/26/2009 0:00:00,1750,"New York State Credit Union Foundation",,"Not Collected"
3285,6/30/2019 0:00:00,1494,"NIAGARA REGIONAL",6781,12/5/2018 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
3300,6/30/2019 0:00:00,1499,"THE URBAN STREET BISCUIT WKRS",4695,7/27/2015 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
3316,6/30/2019 0:00:00,1505,"ALTONIZED COMMUNITY",7127,6/1/2019 0:00:00,2500,"Other","Illinois Credit Union Foundation","Program Grant"
3316,6/30/2019 0:00:00,1505,"ALTONIZED COMMUNITY",7128,6/1/2019 0:00:00,500,"Other","Illinois Credit Union Foundation","Program Grant"
3388,6/30/2019 0:00:00,1538,"EMERALD COAST",6108,8/30/2017 0:00:00,7500,"Other","Community Development Revolving Loan Fund (CDRLF)","Program Grant"
3430,6/30/2019 0:00:00,1559,"C-T WACO",2138,8/15/2012 0:00:00,23145,"Other","OSCUI","Program Grant"
3430,6/30/2019 0:00:00,1559,"C-T WACO",6541,5/22/2018 0:00:00,1750,"Association of Credit Union Leagues",,"Program Grant"
3447,6/30/2019 0:00:00,1569,"ACME",32,5/25/2011 0:00:00,967,"Other","Ohio Credit Union Foundation","Pass Through"
3462,6/30/2019 0:00:00,1576,"ST. COLMAN & AFFILIATES",5939,9/1/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
3541,6/30/2019 0:00:00,1608,"BAY ATLANTIC",7154,6/10/2019 0:00:00,3980,"NCUA Technical Assistance Program",,"Program Grant"
3576,6/30/2019 0:00:00,1624,"PIONEER WEST VIRGINIA",5361,7/25/2016 0:00:00,7000,"Other","NCUA","Program Grant"
3710,6/30/2019 0:00:00,1670,"CITY PUBLIC SERVICE/IBEW",5505,3/1/2016 0:00:00,1250,"Other","Cornerstone CU League","Program Grant"
3710,6/30/2019 0:00:00,1670,"CITY PUBLIC SERVICE/IBEW",5660,3/15/2017 0:00:00,1500,"Other","Cornerstone CU League","Program Grant"
3710,6/30/2019 0:00:00,1670,"CITY PUBLIC SERVICE/IBEW",6825,5/22/2018 0:00:00,1250,"Other","Alamo Chapter of Credit Unions","Program Grant"
3710,6/30/2019 0:00:00,1670,"CITY PUBLIC SERVICE/IBEW",6826,3/19/2018 0:00:00,1750,"Other","Cornerstone Foundation","Program Grant"
3714,6/30/2019 0:00:00,1672,"UNIVERSITY SETTLEMENT",3207,2/19/2013 0:00:00,9560,"NCUA Technical Assistance Program",,"Not Collected"
3736,6/30/2019 0:00:00,1682,"VICTORIA",4261,2/19/2015 0:00:00,1000,"Other","Cornerstone CU Foundation","Program Grant"
3736,6/30/2019 0:00:00,1682,"VICTORIA",4262,2/12/2015 0:00:00,1000,"Other","Community Investment Fund Grants Committee - Cornerstone CUL Foundation","Program Grant"
3736,6/30/2019 0:00:00,1682,"VICTORIA",5684,11/28/2016 0:00:00,1500,"Other","Cornerstone CU Foundation","Program Grant"
3759,6/30/2019 0:00:00,1694,"GREATER CHAUTAUQUA",4820,7/30/2015 0:00:00,5000,"Other","Office of Small Credit Union Initiatives","Program Grant"
3790,6/30/2019 0:00:00,1707,"SCIENCE PARK",6329,8/31/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
3963,6/30/2019 0:00:00,1776,"RIO GRANDE",5785,7/25/2016 0:00:00,8228,"Other","Office of Small CU Association","Program Grant"
4035,6/30/2019 0:00:00,1807,"MEMBER ONE",3910,6/20/2014 0:00:00,61940,"Other","Virginia Department of Housing and Community Development","Program Grant"
4035,6/30/2019 0:00:00,1807,"MEMBER ONE",5153,6/10/2016 0:00:00,25364,"Other","Dept of Housing & Community Development","Program Grant"
4037,6/30/2019 0:00:00,1808,"HUD",6898,10/29/2018 0:00:00,10000,"Other","NCUA CDRLF Grant","Program Grant"
4038,6/30/2019 0:00:00,1809,"SERVICE 1",6079,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
4038,6/30/2019 0:00:00,1809,"SERVICE 1",6929,10/18/2018 0:00:00,6895,"NCUA Technical Assistance Program",,"Program Grant"
4088,6/30/2019 0:00:00,1828,"STANWOOD AREA",3109,12/13/2012 0:00:00,5000,"Other","PA Credit Union Foundation (MM)","Not Collected"
