name,city,state,zip,address,regulator,type,website,rssd
"The Pitney Bowes Bank, Inc.",Salt Lake City,UT,84106,"1245 E Brickyard Rd, # 250",fdic,bank,,2.649177e+06
The Pittsfield Co-operative Bank,Pittsfield,MA,1201,70 South Street,fdic,bank,,1.000276e+06
The Plains State Bank,Plains,KS,67869,411 Grand Ave,fdic,bank,,302553
The Pleasants County Bank,Saint Marys,WV,26170,215 Washington Street,fdic,bank,,8631
"The Poca Valley Bank, Inc.",Walton,WV,25286,7033 Charleston Road,fdic,bank,,851239
The Poplar Grove State Bank,Poplar Grove,IL,61065,109 North State Street,fdic,bank,,808448
The Port Austin State Bank,Port Austin,MI,48467,62 East State Street,fdic,bank,,779641
The Port Washington State Bank,Port Washington,WI,53074,206 North Franklin Street,fdic,bank,,937740
The Potter State Bank of Potter,Potter,NE,69156,"Front And Chestnut, Potter",fdic,bank,,736158
The Provident Bank,Amesbury,MA,1913,5 Market Street,fdic,bank,,375502
The Pueblo Bank and Trust Company,Pueblo,CO,81003,301 West 5th Street,fdic,bank,,106452
The Putnam County National Bank of Carmel,Carmel,NY,10512,43 Gleneida Avenue,fdic,bank,,287007
The Queenstown Bank of Maryland,Queenstown,MD,21658,7101 Main Street,fdic,bank,,429021
The Rawlins National Bank,Rawlins,WY,82301,220 Fifth Street,fdic,bank,,548052
The Republic Banking Company,Republic,OH,44867,202 Washington Street,fdic,bank,,148920
The Riddell National Bank,Brazil,IN,47834,1 East National Avenue,fdic,bank,,319047
The Richwood Banking Company,Richwood,OH,43344,28 North Franklin Street,fdic,bank,,150727
"The Riley State Bank of Riley, Kansas",Riley,KS,66531,201 S Broadway Street,fdic,bank,,532752
The Roscoe State Bank,Roscoe,TX,79545,117 Cypress St,fdic,bank,www.rsb.bank,33268
The Sacramento Deposit Bank,Sacramento,KY,42372,335 Main Street,fdic,bank,,180144
The Salyersville National Bank,Salyersville,KY,41465,43 E Maple Street,fdic,bank,,472018
"The Samson Banking Company, Inc.",Samson,AL,36477,2 West Main Street,fdic,bank,,472531
The Santa Anna National Bank,Santa Anna,TX,76878,610 Wallis Avenue,fdic,bank,,521064
The Savings Bank,Circleville,OH,43113,118-120 North Court Street,fdic,bank,,578116
The Savings Bank,Wakefield,MA,1880,357 Main Street,fdic,bank,,711801
The Security National Bank of Enid,Enid,OK,73701,100 S. Independence Avenue,fdic,bank,WWW.SNBENID.COM,119153
"The Security National Bank of Sioux City, Iowa",Sioux City,IA,51102,601 Pierce Street,fdic,bank,,418249
The Security State Bank,Emery,SD,57332,117 N Third St,fdic,bank,http://www.thesecuritystatebank.com,285553
The Security State Bank,Mcrae,GA,31055,49 West Oak Street,fdic,bank,,598132
The Security State Bank,Winters,TX,79567,700 S Main St,fdic,bank,www.ssbwinters.com,304762
The Security State Bank,Wellington,KS,67152,101 North Washington Avenue,fdic,bank,,73956
THE SEILING STATE BANK,Seiling,OK,73663,301 North Main Street,fdic,bank,,313157
The Settlers Bank,Marietta,OH,45750,115-121 Third Street,fdic,bank,,2.747279e+06
The Seymour Bank,Seymour,MO,65746,119 N. Main St,fdic,bank,,428855
The Shelby County State Bank,Harlan,IA,51537,508 Court Street,fdic,bank,,536349
The Shelby State Bank,Shelby,MI,49455,242 North Michigan,fdic,bank,http://www.shelbybank.com,961343
The Sherwood State Bank,Sherwood,OH,43556,105 North Harrison Street,fdic,bank,,546320
The Simsbury Bank & Trust Company,Simsbury,CT,6070,981 Hopmeadow Street,fdic,bank,,2.290887e+06
The Solomon State Bank,Solomon,KS,67480,126 West Main Street,fdic,bank,,356659
The Southern Bank Company,Gadsden,AL,35901,221 S Sixth St,fdic,bank,http://www.sobanco.com,117775
The St. Henry Bank,St. Henry,OH,45883,231 East Main Street,fdic,bank,,568126
The State Bank,La Junta,CO,81050,124 Colorado Ave,fdic,bank,,387055
The State Bank,Spirit Lake,IA,51360,1902 Hill Avenue,fdic,bank,,550448
The State Bank,Richmond,MO,64085,803 Wollard Boulevard,fdic,bank,http://www.gostatebank.com,786256
The State Bank,Fenton,MI,48430,175 N. Leroy St.,fdic,bank,,602048
The State Bank and Trust Company,Defiance,OH,43512,401 Clinton Street,fdic,bank,www.yourstatebank.com,614313
The State Bank of Bern,Bern,KS,66408,402 Main St,fdic,bank,,1.01365e+06
"The State Bank of Canton, Canton, Kansas",Canton,KS,67428,103 South Main Street,fdic,bank,,858153
The State Bank of Faribault,Faribault,MN,55021,428 Central Avenue,fdic,bank,,46053
The State Bank of Geneva,Geneva,IL,60134,22 South Fourth Street,fdic,bank,www.sbgeneva.com,991135
The State Bank of Pearl City,Pearl City,IL,61062,215 South Main Street,fdic,bank,,923949
The State Bank of Spring Hill,Spring Hill,KS,66083,201 South Webster Street,fdic,bank,,418856
The State Bank of Toledo,Toledo,IA,52342,100 East High,fdic,bank,,490348
The State Bank of Wynnewood,Wynnewood,OK,73098,117 S. Dean A. Mcgee Ave.,fdic,bank,,952257
The State Exchange Bank,Lamont,OK,74643,1280 Main Street,fdic,bank,,354851
The State Exchange Bank,Mankato,KS,66956,107 South Commercial Street,fdic,bank,,571957
The State National Bank in West,West,TX,76691,100 North Main Street,fdic,bank,snbwest.com,494168
The State National Bank of Big Spring,Big Spring,TX,79720,901 Main Street,fdic,bank,,169354
The State National Bank of Groom,Groom,TX,79039,99 Broadway,fdic,bank,,460556
The State Savings Bank of Manistique,Manistique,MI,49854,101 South Cedar,fdic,bank,www.statesavingsbank.com,259956
The Stephenson National Bank and Trust,Marinette,WI,54143,1818-1820 Hall Avenue,fdic,bank,,598048
The Stock Exchange Bank,Woodward,OK,73801,1117 Tenth Street,fdic,bank,www.stockexchangebank.com,958558
"The Stock Exchange Bank, Caldwell, Kansas",Caldwell,KS,67022,103 South Main Street,fdic,bank,www.stockxbank.com,671053
The Stockgrowers State Bank,Maple Hill,KS,66507,225 Main St,fdic,bank,,265452
"The Stockgrowers State Bank of Ashland, Kansas",Ashland,KS,67831,622 Main Street,fdic,bank,,424156
The Tampa State Bank,Tampa,KS,67483,326 North Main Street,fdic,bank,,358756
The Tilden Bank,Tilden,NE,68781,100 E. 2nd Street,fdic,bank,,389059
"The Tipton Latham Bank, National Association",Tipton,MO,65081,800 West Highway 50,fdic,bank,,984856
The Torrington Savings Bank,Torrington,CT,6790,129 Main Street,fdic,bank,www.torringtonsavings.com,65205
The Tri-County Bank,Stuart,NE,68780,106 N. Main St,fdic,bank,,657954
The Trust Bank,Lenox,GA,31637,50 West Central Ave,fdic,bank,,894834
The Turbotville National Bank,Turbotville,PA,17772,4710 State Route 54,fdic,bank,,906410
The Twin Valley Bank,West Alexandria,OH,45381,2 East Dayton Street,fdic,bank,www.twinvalleybank.com,381026
The Union Bank,Marksville,LA,71351,305 North Main Street,fdic,bank,,144436
The Union Bank,Beulah,ND,58523,1700 Highway 49 North,fdic,bank,,852254
The Union Bank Company,Columbus Grove,OH,45830,105 Progressive Drive,fdic,bank,http://www.theubank.com,780218
The Union Bank of Mena,Mena,AR,71953,303 Highway 71 North,fdic,bank,,86349
The Union Banking Company,West Mansfield,OH,43358,105 East Center Street,fdic,bank,,289225
The Union State Bank,Arkansas City,KS,67005,127 South Summit Street,fdic,bank,,227151
The Union State Bank of Everest,Everest,KS,66424,545 Main Street,fdic,bank,www.mybankusb.com,736550
The University National Bank of Lawrence,Lawrence,KS,66049,1400 Kasold Drive,fdic,bank,,1.229198e+06
The Upstate National Bank,Ogdensburg,NY,13669,729 Proctor Ave,fdic,bank,,313009
The Valley State Bank,Syracuse,KS,67878,110 West Avenue B,fdic,bank,http://www.thevalleystatebank.com,420653
The Valley State Bank,Belle Plaine,KS,67013,502 North Merchant Street,fdic,bank,,1.005552e+06
The Victory Bank,Limerick,PA,19468,548 North Lewis Road,fdic,bank,www.victorybank.com,3.603961e+06
The Village Bank,Auburndale,MA,2466,307 Auburn Street,fdic,bank,http://www.village-bank.com,173575
The Village Bank,Saint Libory,IL,62282,856 Sparta Street,fdic,bank,,487843
THE VINTON COUNTY NATIONAL BANK,Mc Arthur,OH,45651,112 West Main Street,fdic,bank,,754826
The Waggoner National Bank of Vernon,Vernon,TX,76384,1818 Texas Street,fdic,bank,,548267
The Walton State Bank,Walton,KS,67151,116 Main St,fdic,bank,,490955
The Wanda State Bank,Wanda,MN,56294,121 W Main,fdic,bank,www.wandastatebank.com,190956
The Warrington Bank,Pensacola,FL,32507,4093 Barrancas Avenue,fdic,bank,,199137
"The Washington Trust Company, of Westerly",Westerly,RI,2891,23 Broad Street,fdic,bank,www.washtrust.com,816603
The Waterford Commercial and Savings Bank,Waterford,OH,45786,20115 State Route 339,fdic,bank,,324229
The Watkins Savings Bank,Watkins,IA,52354,202 First Street,fdic,bank,,437044
The Westchester Bank,Yonkers,NY,10710,1900 Central Park Ave,fdic,bank,www.thewestchesterbank.com,3.71632e+06
The Western State Bank,Garden City,KS,67846,1500 East Kansas Avenue,fdic,bank,http://www.wsbks.com,988153
The Wilmington Savings Bank,Wilmington,OH,45177,184 North South Street,fdic,bank,,87476
The Wilson State Bank,Wilson,KS,67490,422 26th Street,fdic,bank,www.wilsonstatebank.net,501655
The Yellowstone Bank,Laurel,MT,59044,12 First Avenue,fdic,bank,,680457
The Yoakum National Bank,Yoakum,TX,77995,301 West Grand Avenue,fdic,bank,http://www.yoakumnationalbank.com,311265
Think Mutual Bank,Rochester,MN,55901,"5200 Members Parkway, Nw",fdic,bank,,936583
"Third Coast Bank, SSB",Humble,TX,77338,"20202 Hwy 59 North, # 190",fdic,bank,,3.630323e+06
Third Federal Savings and Loan Association of Cleveland,Cleveland,OH,44105,7007 Broadway Avenue,fdic,bank,http://www.thirdfederal.com,915878
Thomaston Savings Bank,Thomaston,CT,6787,203 Main Street,fdic,bank,www.thomastonsavingsbank.com,120609
Thomasville National Bank,Thomasville,GA,31792,301 North Broad Street,fdic,bank,,2.344753e+06
Three Rivers Bank of Montana,Kalispell,MT,59901,233 East Idaho,fdic,bank,WWW.THREERIVERSBANKMONTANA.COM,610557
Thrivent Trust Company,Appleton,WI,54919,4321 N. Ballard Road,fdic,bank,,2.745529e+06
Thumb Bank and Trust,Pigeon,MI,48755,7254 Michigan Avenue,fdic,bank,THUMB.BANK,698649
"TIAA, FSB",Jacksonville,FL,32202,501 Riverside Avenue,fdic,bank,www.tiaabank.com,2.735146e+06
"TIB The Independent Bankersbank, National Association",Farmers Branch,TX,75234,11701 Luna Road,fdic,bank,www.tib.bank,529958
Timberland Bank,Hoquiam,WA,98550,624 Simpson Avenue,fdic,bank,http://www.timberlandbank.com,294779
Timberline Bank,Grand Junction,CO,81505,633 24 Road,fdic,bank,,3.271986e+06
Timberwood Bank,Tomah,WI,54660,110 West Veterans Street,fdic,bank,https://www.timberwoodbanks.com,962256
Time Federal Savings Bank,Medford,WI,54451,675 E. Broadway Ave.,fdic,bank,,27070
Tioga State Bank,Spencer,NY,14883,1 Main Street,fdic,bank,,910118
Tioga-Franklin Savings Bank,Philadelphia,PA,19125,320 East Girard Avenue,fdic,bank,,885579
"Titan Bank, N.A.",Mineral Wells,TX,76067,1701 East Hubbard Avenue,fdic,bank,www.titanbank.com,328357
Titonka Savings Bank,Titonka,IA,50480,173 Main Street North,fdic,bank,,334648
TNB Bank,Tuscola,IL,61953,900 S. Progress Boulevard,fdic,bank,,598646
TNBANK,Oak Ridge,TN,37830,401 South Illinois Avenue,fdic,bank,,2.305969e+06
Today's Bank,Huntsville,AR,72740,432 Madison 1650,fdic,bank,,1.879016e+06
Tolleson Private Bank,Dallas,TX,75205,"5550 Preston Road, Suite B",fdic,bank,,3.166699e+06
Tomahawk Community Bank S.S.B.,Tomahawk,WI,54487,15 East Wisconsin Avenue,fdic,bank,,465672
Tompkins State Bank,Avon,IL,61415,117 North Main Street,fdic,bank,,609832
Tompkins Trust Company,Ithaca,NY,14850,118 E. Seneca Street,fdic,bank,http://www.tompkinstrust.com,433608
Touchmark National Bank,Alpharetta,GA,30005,3651 Old Milton Parkway,fdic,bank,,3.64584e+06
Touchstone Bank,Prince George,VA,23875,4300 Crossings Boulevard,fdic,bank,,746429
Towanda State Bank,Towanda,KS,67144,400 Main Street,fdic,bank,,63751
Tower Community Bank,Jasper,TN,37347,4564 Main Street,fdic,bank,,989730
Town & Country Bank,Salem,MO,65560,1009 East Highway 32/72,fdic,bank,www.tcbanks.com,487357
Town & Country Bank,Las Vegas,NV,89147,8620 W. Tropicana Avenue,fdic,bank,,3.067929e+06
Town & Country Bank,Ravenna,NE,68869,423 Grand Avenue,fdic,bank,www.tcbank.bank,738255
Town & Country Bank and Trust Company,Bardstown,KY,40004,201 N. Third Street,fdic,bank,http://www.mytcbt.bank,692946
Town & Country Bank Midwest,Quincy,IL,62301,524 North 30th Street,fdic,bank,,349343
Town And Country Bank,Springfield,IL,62704,1925 S. Macarthur Boulevard,fdic,bank,www.townandcountrybank.com,590248
Town Bank,Hartland,WI,53029,850 West North Shore Drive,fdic,bank,www.townbank.us,2.693264e+06
Town Center Bank,Frankfort,IL,60423,20181 S Lagrange Road,fdic,bank,,3.459216e+06
Town-Country National Bank,Camden,AL,36726,118 Broad Street,fdic,bank,,180537
Towne Bank,Portsmouth,VA,23703,5716 High Street,fdic,bank,https://www.townebank.com,2.797724e+06
Toyota Financial Savings Bank,Henderson,NV,89074,"2485 Village View Drive, # 2",fdic,bank,www.toyotafinancialsavingsbank.com,3.28766e+06
TPNB Bank,Paris,MO,65275,118 North Main Street,fdic,bank,www.tpnbbank.com,1.007051e+06
Traders & Farmers Bank,Haleyville,AL,35565,819 20th St,fdic,bank,,390336
Tradition Capital Bank,Wayzata,MN,55391,100 West Lake Street,fdic,bank,WWW.TRADITION.BANK,3.344321e+06
"Traditional Bank, Inc.",Mount Sterling,KY,40353,49 W. Main Street,fdic,bank,,786210
Traditions Bank,Cullman,AL,35055,109 2nd Avenue N.W.,fdic,bank,http://www.traditionsal.com,3.194692e+06
Traditions First Bank,Erin,TN,37061,5745 East Main Street,fdic,bank,,2.963864e+06
TrailWest Bank,Lolo,MT,59847,11300 U.S. Hwy. 93 S. Ste D,fdic,bank,,615954
TransCapital Bank,Sunrise,FL,33351,8850 W Oakland Park Blvd,fdic,bank,,2.835756e+06
"Transpecos Banks, SSB",Pecos,TX,79772,212 West 2nd Street,fdic,bank,www.transpecosbanks.com,908861
"Transportation Alliance Bank, Inc. d/b/a TAB Bank",Ogden,UT,84403,"4185 Harrison Blvd, # 200",fdic,bank,,2.736219e+06
Treynor State Bank,Treynor,IA,51575,15 East Main Street,fdic,bank,,552545
Tri City National Bank,Oak Creek,WI,53154,6400 South 27th Street,fdic,bank,www.tcnb.com,242444
Tri Counties Bank,Chico,CA,95973,63 Constitution Drive,fdic,bank,http://www.tcbk.com,100562
Tri Valley Bank,Talmage,NE,68448,223 Main Street,fdic,bank,,388557
Tri-County Bank,Brown City,MI,48416,4190 Main Street,fdic,bank,http://www.tri-countybank.com,695349
Tri-County Bank & Trust Company,Roachdale,IN,46172,18 East Washington Street,fdic,bank,,914545
Tri-County Trust Company,Glasgow,MO,65254,103 Commerce Street,fdic,bank,,835659
Tri-State Bank of Memphis,Memphis,TN,38116,4606 Elvis Presley Blvd.,fdic,bank,,515054
Tri-Valley Bank,Randolph,IA,51649,104 Main Street,fdic,bank,www.tri-valleycenters.com,404943
Triad Bank,Frontenac,MO,63131,10375 Clayton Road,fdic,bank,,3.374382e+06
"Triad Bank, National Association",Tulsa,OK,74133,7646 E 61st St,fdic,bank,,283652
TriCentury Bank,De Soto,KS,66018,33485 Lexington Avenue,fdic,bank,http://www.tricentury.bank,196752
Trinity Bank,Dothan,AL,36302,1479 West Main Street,fdic,bank,,3.424483e+06
"Trinity Bank, N.A.",Fort Worth,TX,76107,3500 West Vickery Boulevard,fdic,bank,,3.185896e+06
TriStar Bank,Dickson,TN,37055,719 East College Street,fdic,bank,,2.871099e+06
Tristate Capital Bank,Pittsburgh,PA,15219,"1 Oxford Center, 27th Floor",fdic,bank,http://www.tscbank.com,3.475083e+06
Triumph Bank,Memphis,TN,38119,5699 Poplar Avenue,fdic,bank,www.triumphbank.com,3.395293e+06
Triumph State Bank,Trimont,MN,56176,519 Main Street East,fdic,bank,,803256
Troy Bank & Trust Company,Troy,AL,36081,1000 Highway 231 South,fdic,bank,http://www.troybankandtrust.com,134437
TruBank,Indianola,IA,50125,"1401 N Jefferson, Orchard Pl",fdic,bank,,862141
TruPoint Bank,Grundy,VA,24614,20089 Riverside Drive,fdic,bank,www.trupointbank.com,274829
TrustBank,Olney,IL,62450,600 East Main Street,fdic,bank,,338646
TrustCo Bank,Glenville,NY,12302,1 Sarnowski Drive,fdic,bank,www.trustcobank.com,677176
Trustmark National Bank,Jackson,MS,39201,248 East Capitol Street,fdic,bank,http://www.trustmark.com,342634
"TrustTexas Bank, SSB",Cuero,TX,77954,121 East Courthouse,fdic,bank,www.trusttexasbank.com,539872
Truxton Trust Company,Nashville,TN,37205,"4525 Harding Rd., Suite 300",fdic,bank,http://www.truxtontrust.com,3.29024e+06
TSB Bank,Lomira,WI,53048,695 East Avenue,fdic,bank,,186548
Tucumcari Federal Savings and Loan Association,Tucumcari,NM,88401,301 S First St,fdic,bank,,767572
Turtle Mountain State Bank,Belcourt,ND,58316,908 Chief Little Shell St.,fdic,bank,,3.626184e+06
Tustin Community Bank,Tustin,CA,92780,"13891 Newport Ave, Suites 10",fdic,bank,,1.418255e+06
Twin City Bank,Longview,WA,98632,729 Vandercook Way,fdic,bank,,2.905761e+06
Twin River Bank,Lewiston,ID,83501,1507 G Street,fdic,bank,,427960
Two River Community Bank,Middletown,NJ,7748,"1250 Highway 35, South",fdic,bank,,2.888789e+06
Two Rivers Bank,Blair,NE,68008,555 South 19th Street,fdic,bank,www.2riversbank.com,335355
Two Rivers Bank & Trust,Burlington,IA,52601,222 North Main Street,fdic,bank,,3.320781e+06
U. S. Century Bank,Doral,FL,33172,2301 Nw 87th Avenue,fdic,bank,http://www.uscentury.com,3.14615e+06
U.S. Bank National Association,Cincinnati,OH,45202,425 Walnut Street,fdic,bank,www.usbank.com,504713
UBank,Jellico,TN,37762,1075 Fifth Street,fdic,bank,,423636
UBank,Huntington,TX,75949,208 S Us Highway 69,fdic,bank,,917555
UBS Bank USA,Salt Lake City,UT,84111,"299 S. Main St., Suite 2275",fdic,bank,http://www.ubs.com/cefs/en/ubs-bank-usa/ubs-bank-usa.html,3.212149e+06
Uinta Bank,Mountain View,WY,82939,695 Parkway Drive,fdic,bank,,85052
Ulster Savings Bank,Kingston,NY,12401,180 Schwenk Drive,fdic,bank,www.ulstersavings.com,301800
Ultima Bank Minnesota,Winger,MN,56592,9 W Minnesota Ave,fdic,bank,,225157
"UMB Bank, National Association",Kansas City,MO,64106,1010 Grand Boulevard,fdic,bank,www.umb.com,936855
Umpqua Bank,Roseburg,OR,97470,445 S.E. Main Street,fdic,bank,https://www.umpquabank.com/,143662
