"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","MemberAfricanAmerican","MemberHispanicAmerican","MemberNativeAmerican","EligibleAsianAmerican","EligibleAfricanAmerican","EligibleHispanicAmerican","EligibleNativeAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z"
110,6/30/2019 0:00:00,59,"Heidenreich","7188213932","7183666422","D'AMICO","Caliendo",,"",,,,,,,,,,,"Maria",,"FRANCESCO",,"Jack",,,,"http://www.italoamericanfcu.com",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","D'AMICO","FRANCESCO",,"0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
112,6/30/2019 0:00:00,60,"Mann","9736438721","9736434738","Piperato","Knight",,"",,,,,,,,,,,"Mariann",,"Michael",,"Anthony",,,,"http://www.EssexCU.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Piperato","Michael",,"0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","1","1","0","1","1","0","0","1","1","0","0","0",,,
118,6/30/2019 0:00:00,61,"Mann","7035626031","7035626000","Mackenzie","Hughes",,"",,,,,,,,,,,"Theresa",,"Jean",,"Karen","J",,,"http://thepartnershipfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"0","Mackenzie","Jean",,"0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","1","1","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
119,6/30/2019 0:00:00,62,"Summa","7183590433","7189617585","Myers","Davidson",,"",,,,,,,,,,,"Bernadette",,"Robin",,"Janine",,,,"http://www.tpfcu.net",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","0","1","0","1","1","1","0","0",,"0","1","0","0",,,,,,,,,,,,,"0","Myers","Robin",,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
120,6/30/2019 0:00:00,63,"Pinho","9082455953","9082450173","Johnson","Malta",,"",,,,,,,,,,,"Judy",,"Christopher",,"Frank",,,,"http://WWW.COUNTYEDFCU.ORG",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0",,"0","1","0","0",,,,,,,,,,,,,"0","Johnson","Christopher",,"0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","110",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
132,6/30/2019 0:00:00,69,"Barthell","9146680464","9146680638","GRANDISON","Spana",,"",,,,,,,,,,,"Mary","L","PAULINE",,"Carl","L",,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","GRANDISON","PAULINE",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","1","0","0","1","1","0","0","0","0","0","0","0",,,
135,6/30/2019 0:00:00,70,"Johnson","4023990129","4023999001","JOHNSON","WILLIAMS",,"",,,,,,,,,,,"Steven","R","STEVE",,"ERIK","S",,,"http://www.omahafcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","1","1","0",,,,,,,,,,,,,"1","JOHNSON","STEVE",,"1","0","1","1","1","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
138,6/30/2019 0:00:00,72,"Burkitt","8122329698","8122329697","Bruner","Shacklee",,"",,,,,,,,,,,"Dale","K","Jennifer",,"Charles",,,,"http://vigocountyfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Bruner","Jennifer",,"1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
146,6/30/2019 0:00:00,74,"DOSCH","7018381160","7018389810","DOSCH","HOWE",,"",,,,,,,,,,,"CONNIE","M","CONNIE",,"RICHARD",,,,"http://www.teluwatt.com",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","DOSCH","CONNIE",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
147,6/30/2019 0:00:00,75,"Millette","7017955280","7017955244","Millette","Marcott",,"",,,,,,,,,,,"Tom",,"Thomas",,"Lester",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Millette","Thomas",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
150,6/30/2019 0:00:00,77,"Bunch, Jr",,"3016996100","Parsley","Dessler",,"ESI",,,,,,,,,,,"David","E","Steven",,"Marvin","J",,,"http://www.fedchoice.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Parsley","Steven",,"1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","1","0","1","1","1","1","1","1","0","1","1","0","0","1","0","1","0","0","1","0","1","1","1","1","1","0","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","1","0","0","1","0","0","0","0","0","0","0","0",,,
151,6/30/2019 0:00:00,78,"Robnett","7034805400","7034805300","Hickerson","Woodson",,"",,,,,,,,,,,"Mark",,"Susan",,"Mary Ann","D",,,"http://www.jfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Hickerson","Susan",,"1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","1",,,
153,6/30/2019 0:00:00,80,"Sagnella",,"2035607809","Sagnella","Hinners",,"",,,,,,,,,,,"Thomas",,"Thomas",,"Dave",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Sagnella","Thomas",,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
159,6/30/2019 0:00:00,83,"Cates","2604899362","2604908328","Drake","Greer",,"",,,,,,,,,,,"Don","P","Tiah",,"Don",,,,"http://www.3riversfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Drake","Tiah",,"1","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","1","1","1","1","0","5029",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","0","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
162,6/30/2019 0:00:00,85,"Scipio","2023719328","2022891950","Scipio","Grippo",,"",,,,,,,,,,,"Alfred",,"Alfred",,"Gary",,,,"http://www.tdfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0",,"1","1","0","0",,,,,,,,,,,,,"0","Scipio","Alfred",,"0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
167,6/30/2019 0:00:00,87,"Cumbee",,"6053522845","Olson","Howe",,"",,,,,,,,,,,"Daniel","R","Justin",,"Lance",,,,"http://www.dakotalandfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Olson","Justin",,"1","1","1","1","1","0","1","1","0","0","0","0","1","1","0","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
168,6/30/2019 0:00:00,88,"Biasi","2199475099","2199423377","biasi","Jackson",,"",,,,,,,,,,,"Christine","C","christine",,"Beverly",,,,"http://www.nifedcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","biasi","christine",,"1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
169,6/30/2019 0:00:00,89,"Aguilar","2198869771","2198815217","Aguilar","Delgado",,"",,,,,,,,,,,"Joseph","R","Joseph R.",,"James",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Aguilar","Joseph R.",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","1","0","0","0","1","0","0","0","0",,,
174,6/30/2019 0:00:00,91,"Hotard","9856518001","9856524990","Fluence","Manuel Jr",,"",,,,,,,,,,,"Rhonda","D","Jacquelyn",,"Harold",,,,"http://www.louisianafcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Fluence","Jacquelyn",,"0","1","1","1","1","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
176,6/30/2019 0:00:00,92,"DiBenedetto",,"3052705200","Miller","Horstmann",,"",,,,,,,,,,,"Michael",,"Kimberly",,"Enrique",,,,"http://www.sfefcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Miller","Kimberly",,"0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","0","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","1","0","1","1","1","1","0","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
177,6/30/2019 0:00:00,93,"McCathran","7134287699","7134283200","Ellerbe","Read",,"",,,,,,,,,,,"Angela","S","Carla",,"Michael","O",,,"http://www.peoplestrustfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","1","1","0",,,,,,,,,,,,,"1","Ellerbe","Carla",,"1","0","1","0","1","1","1","1","1","0","0","0","0","0","1","1","1","0","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
181,6/30/2019 0:00:00,96,"Dailey","4122086572","4122086830","Dailey","Opipery",,"",,,,,,,,,,,"Michael","P","Michael",,"Kenneth","L",,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Dailey","Michael",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
187,6/30/2019 0:00:00,100,"Montgomery","8502225401","8502224541","STEINLAUF","Alexander",,"",,,,,,,,,,,"Sheilah",,"ANDREA",,"Lorenzo",,,,"http://www.famufcu.com",,,"Undercapitalized","Moderately Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","STEINLAUF","ANDREA",,"0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","1","1","0","1","0","0","0","1","0","0","0","0",,,
195,6/30/2019 0:00:00,104,"Whitted","4795820834","4794434401","Whitted","Sullivan",,"",,,,,,,,,,,"Becky","E","Becky",,"Kim",,,,"http://www.nwarkansasfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Whitted","Becky",,"1","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
196,6/30/2019 0:00:00,105,"Best",,"8138712690","Duffy","Fuente",,"",,,,,,,,,,,"Brian",,"Michael",,"Arthur",,,,"http://www.gtefcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","1","0","0",,,,,,,,,,,,,"1","Duffy","Michael",,"1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
198,6/30/2019 0:00:00,107,"Boyle","2196590790","2196593254","Boyle","Towner",,"",,,,,,,,,,,"Julie","F","Julie",,"Carl",,,,"http://www.wrfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Boyle","Julie",,"0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
199,6/30/2019 0:00:00,108,"Cox",,"2547767070","Cox","Alligood",,"",,,,,,,,,,,"Don",,"Don",,"Brenda",,,,"http://www.choicefcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Cox","Don",,"1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
200,6/30/2019 0:00:00,109,"Coll","4122277212","4122277210","COLL","Zwilcher Jr.",,"",,,,,,,,,,,"Linda","D","LINDA",,"John","J",,,"http://www.attpghfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","1","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","COLL","LINDA",,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
205,6/30/2019 0:00:00,112,"Lucatorto","4126422263","4126422875","Perko","Eddy",,"",,,,,,,,,,,"Angelo","C","Jediah",,"Michael","J",,,"http://www.allegentfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Perko","Jediah",,"1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
216,6/30/2019 0:00:00,116,"Rhodes","3018813024","3018815626","Rhodes","Abbott",,"",,,,,,,,,,,"Jonathan","A","Jonathan",,"Russell","J",,,"http://www.fedfinancial.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Rhodes","Jonathan",,"0","1","1","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
